     n         h                l                k               nl               nk
  2618  -0.62088246E+01   0.72131184E-03  -0.10242628E-02   0.18883944E+01  -0.26815200E+01
  2619  -0.62088286E+01   0.72103744E-03  -0.10238728E-02   0.18883971E+01  -0.26815229E+01
  2620  -0.62088326E+01   0.72076324E-03  -0.10234832E-02   0.18883997E+01  -0.26815260E+01
  2621  -0.62088366E+01   0.72048926E-03  -0.10230938E-02   0.18884024E+01  -0.26815288E+01
  2622  -0.62088406E+01   0.72021547E-03  -0.10227048E-02   0.18884050E+01  -0.26815320E+01
  2623  -0.62088446E+01   0.71994189E-03  -0.10223160E-02   0.18884076E+01  -0.26815349E+01
  2624  -0.62088485E+01   0.71966852E-03  -0.10219276E-02   0.18884102E+01  -0.26815380E+01
  2625  -0.62088525E+01   0.71939535E-03  -0.10215394E-02   0.18884128E+01  -0.26815409E+01
  2626  -0.62088564E+01   0.71912238E-03  -0.10211515E-02   0.18884154E+01  -0.26815438E+01
  2627  -0.62088603E+01   0.71884962E-03  -0.10207639E-02   0.18884180E+01  -0.26815468E+01
  2628  -0.62088642E+01   0.71857707E-03  -0.10203766E-02   0.18884205E+01  -0.26815497E+01
  2629  -0.62088681E+01   0.71830471E-03  -0.10199896E-02   0.18884231E+01  -0.26815527E+01
  2630  -0.62088720E+01   0.71803256E-03  -0.10196029E-02   0.18884256E+01  -0.26815556E+01
  2631  -0.62088759E+01   0.71776061E-03  -0.10192165E-02   0.18884282E+01  -0.26815586E+01
  2632  -0.62088797E+01   0.71748887E-03  -0.10188304E-02   0.18884307E+01  -0.26815616E+01
  2633  -0.62088836E+01   0.71721733E-03  -0.10184445E-02   0.18884332E+01  -0.26815644E+01
  2634  -0.62088874E+01   0.71694599E-03  -0.10180590E-02   0.18884357E+01  -0.26815674E+01
  2635  -0.62088912E+01   0.71667485E-03  -0.10176737E-02   0.18884382E+01  -0.26815702E+01
  2636  -0.62088950E+01   0.71640392E-03  -0.10172888E-02   0.18884407E+01  -0.26815733E+01
  2637  -0.62088988E+01   0.71613318E-03  -0.10169041E-02   0.18884432E+01  -0.26815761E+01
  2638  -0.62089026E+01   0.71586265E-03  -0.10165197E-02   0.18884457E+01  -0.26815790E+01
  2639  -0.62089064E+01   0.71559232E-03  -0.10161356E-02   0.18884481E+01  -0.26815818E+01
  2640  -0.62089101E+01   0.71532219E-03  -0.10157518E-02   0.18884506E+01  -0.26815848E+01
  2641  -0.62089139E+01   0.71505227E-03  -0.10153683E-02   0.18884530E+01  -0.26815877E+01
  2642  -0.62089176E+01   0.71478254E-03  -0.10149850E-02   0.18884555E+01  -0.26815904E+01
  2643  -0.62089213E+01   0.71451301E-03  -0.10146021E-02   0.18884579E+01  -0.26815934E+01
  2644  -0.62089250E+01   0.71424369E-03  -0.10142194E-02   0.18884603E+01  -0.26815961E+01
  2645  -0.62089287E+01   0.71397456E-03  -0.10138370E-02   0.18884627E+01  -0.26815989E+01
  2646  -0.62089324E+01   0.71370564E-03  -0.10134549E-02   0.18884651E+01  -0.26816017E+01
  2647  -0.62089361E+01   0.71343691E-03  -0.10130731E-02   0.18884675E+01  -0.26816045E+01
  2648  -0.62089398E+01   0.71316838E-03  -0.10126916E-02   0.18884699E+01  -0.26816074E+01
  2649  -0.62089434E+01   0.71290006E-03  -0.10123104E-02   0.18884723E+01  -0.26816102E+01
  2650  -0.62089471E+01   0.71263193E-03  -0.10119294E-02   0.18884746E+01  -0.26816129E+01
  2651  -0.62089507E+01   0.71236400E-03  -0.10115487E-02   0.18884770E+01  -0.26816156E+01
  2652  -0.62089543E+01   0.71209627E-03  -0.10111684E-02   0.18884793E+01  -0.26816186E+01
  2653  -0.62089579E+01   0.71182874E-03  -0.10107883E-02   0.18884816E+01  -0.26816214E+01
  2654  -0.62089615E+01   0.71156140E-03  -0.10104084E-02   0.18884840E+01  -0.26816239E+01
  2655  -0.62089651E+01   0.71129427E-03  -0.10100289E-02   0.18884863E+01  -0.26816267E+01
  2656  -0.62089686E+01   0.71102733E-03  -0.10096497E-02   0.18884886E+01  -0.26816296E+01
  2657  -0.62089722E+01   0.71076059E-03  -0.10092707E-02   0.18884909E+01  -0.26816322E+01
  2658  -0.62089758E+01   0.71049404E-03  -0.10088920E-02   0.18884932E+01  -0.26816349E+01
  2659  -0.62089793E+01   0.71022770E-03  -0.10085136E-02   0.18884955E+01  -0.26816377E+01
  2660  -0.62089828E+01   0.70996155E-03  -0.10081355E-02   0.18884977E+01  -0.26816404E+01
  2661  -0.62089863E+01   0.70969560E-03  -0.10077577E-02   0.18885000E+01  -0.26816432E+01
  2662  -0.62089898E+01   0.70942984E-03  -0.10073801E-02   0.18885022E+01  -0.26816458E+01
  2663  -0.62089933E+01   0.70916428E-03  -0.10070028E-02   0.18885045E+01  -0.26816485E+01
  2664  -0.62089968E+01   0.70889892E-03  -0.10066258E-02   0.18885067E+01  -0.26816511E+01
  2665  -0.62090003E+01   0.70863375E-03  -0.10062491E-02   0.18885089E+01  -0.26816539E+01
  2666  -0.62090037E+01   0.70836878E-03  -0.10058727E-02   0.18885112E+01  -0.26816566E+01
  2667  -0.62090072E+01   0.70810400E-03  -0.10054965E-02   0.18885134E+01  -0.26816592E+01
  2668  -0.62090106E+01   0.70783942E-03  -0.10051206E-02   0.18885156E+01  -0.26816618E+01
  2669  -0.62090140E+01   0.70757503E-03  -0.10047450E-02   0.18885178E+01  -0.26816644E+01
  2670  -0.62090175E+01   0.70731084E-03  -0.10043697E-02   0.18885199E+01  -0.26816671E+01
  2671  -0.62090209E+01   0.70704685E-03  -0.10039947E-02   0.18885221E+01  -0.26816698E+01
  2672  -0.62090243E+01   0.70678305E-03  -0.10036199E-02   0.18885243E+01  -0.26816724E+01
  2673  -0.62090276E+01   0.70651944E-03  -0.10032454E-02   0.18885265E+01  -0.26816750E+01
  2674  -0.62090310E+01   0.70625602E-03  -0.10028712E-02   0.18885286E+01  -0.26816776E+01
  2675  -0.62090344E+01   0.70599280E-03  -0.10024973E-02   0.18885307E+01  -0.26816803E+01
  2676  -0.62090377E+01   0.70572978E-03  -0.10021237E-02   0.18885329E+01  -0.26816830E+01
  2677  -0.62090411E+01   0.70546695E-03  -0.10017503E-02   0.18885350E+01  -0.26816856E+01
  2678  -0.62090444E+01   0.70520431E-03  -0.10013772E-02   0.18885371E+01  -0.26816881E+01
  2679  -0.62090477E+01   0.70494186E-03  -0.10010044E-02   0.18885392E+01  -0.26816908E+01
  2680  -0.62090510E+01   0.70467961E-03  -0.10006318E-02   0.18885414E+01  -0.26816932E+01
  2681  -0.62090543E+01   0.70441755E-03  -0.10002595E-02   0.18885435E+01  -0.26816957E+01
  2682  -0.62090576E+01   0.70415568E-03  -0.99988755E-03   0.18885455E+01  -0.26816984E+01
  2683  -0.62090609E+01   0.70389400E-03  -0.99951583E-03   0.18885476E+01  -0.26817010E+01
  2684  -0.62090641E+01   0.70363252E-03  -0.99914438E-03   0.18885497E+01  -0.26817035E+01
  2685  -0.62090674E+01   0.70337122E-03  -0.99877321E-03   0.18885517E+01  -0.26817061E+01
  2686  -0.62090707E+01   0.70311012E-03  -0.99840231E-03   0.18885538E+01  -0.26817086E+01
  2687  -0.62090739E+01   0.70284921E-03  -0.99803169E-03   0.18885558E+01  -0.26817112E+01
  2688  -0.62090771E+01   0.70258850E-03  -0.99766134E-03   0.18885579E+01  -0.26817137E+01
  2689  -0.62090803E+01   0.70232797E-03  -0.99729126E-03   0.18885599E+01  -0.26817162E+01
  2690  -0.62090835E+01   0.70206763E-03  -0.99692145E-03   0.18885619E+01  -0.26817187E+01
  2691  -0.62090867E+01   0.70180749E-03  -0.99655192E-03   0.18885640E+01  -0.26817212E+01
  2692  -0.62090899E+01   0.70154753E-03  -0.99618266E-03   0.18885660E+01  -0.26817237E+01
  2693  -0.62090931E+01   0.70128777E-03  -0.99581367E-03   0.18885680E+01  -0.26817262E+01
  2694  -0.62090963E+01   0.70102819E-03  -0.99544495E-03   0.18885699E+01  -0.26817287E+01
  2695  -0.62090994E+01   0.70076881E-03  -0.99507651E-03   0.18885719E+01  -0.26817312E+01
  2696  -0.62091026E+01   0.70050961E-03  -0.99470833E-03   0.18885739E+01  -0.26817337E+01
  2697  -0.62091057E+01   0.70025060E-03  -0.99434043E-03   0.18885759E+01  -0.26817361E+01
  2698  -0.62091088E+01   0.69999179E-03  -0.99397279E-03   0.18885778E+01  -0.26817386E+01
  2699  -0.62091120E+01   0.69973316E-03  -0.99360543E-03   0.18885798E+01  -0.26817411E+01
  2700  -0.62091151E+01   0.69947472E-03  -0.99323833E-03   0.18885817E+01  -0.26817435E+01
  2701  -0.62091182E+01   0.69921647E-03  -0.99287151E-03   0.18885837E+01  -0.26817459E+01
  2702  -0.62091213E+01   0.69895840E-03  -0.99250495E-03   0.18885856E+01  -0.26817484E+01
  2703  -0.62091243E+01   0.69870053E-03  -0.99213867E-03   0.18885875E+01  -0.26817508E+01
  2704  -0.62091274E+01   0.69844284E-03  -0.99177265E-03   0.18885894E+01  -0.26817532E+01
  2705  -0.62091305E+01   0.69818535E-03  -0.99140690E-03   0.18885914E+01  -0.26817557E+01
  2706  -0.62091335E+01   0.69792803E-03  -0.99104142E-03   0.18885932E+01  -0.26817581E+01
  2707  -0.62091366E+01   0.69767091E-03  -0.99067621E-03   0.18885952E+01  -0.26817605E+01
  2708  -0.62091396E+01   0.69741397E-03  -0.99031126E-03   0.18885970E+01  -0.26817629E+01
  2709  -0.62091426E+01   0.69715722E-03  -0.98994658E-03   0.18885989E+01  -0.26817653E+01
  2710  -0.62091456E+01   0.69690066E-03  -0.98958217E-03   0.18886008E+01  -0.26817677E+01
  2711  -0.62091486E+01   0.69664429E-03  -0.98921803E-03   0.18886027E+01  -0.26817701E+01
  2712  -0.62091516E+01   0.69638810E-03  -0.98885415E-03   0.18886045E+01  -0.26817725E+01
  2713  -0.62091546E+01   0.69613209E-03  -0.98849054E-03   0.18886064E+01  -0.26817748E+01
  2714  -0.62091576E+01   0.69587628E-03  -0.98812719E-03   0.18886082E+01  -0.26817772E+01
  2715  -0.62091606E+01   0.69562064E-03  -0.98776411E-03   0.18886100E+01  -0.26817796E+01
  2716  -0.62091635E+01   0.69536520E-03  -0.98740129E-03   0.18886119E+01  -0.26817819E+01
  2717  -0.62091665E+01   0.69510994E-03  -0.98703874E-03   0.18886137E+01  -0.26817843E+01
  2718  -0.62091694E+01   0.69485486E-03  -0.98667645E-03   0.18886155E+01  -0.26817866E+01
  2719  -0.62091723E+01   0.69459997E-03  -0.98631443E-03   0.18886173E+01  -0.26817889E+01
  2720  -0.62091753E+01   0.69434527E-03  -0.98595267E-03   0.18886191E+01  -0.26817913E+01
  2721  -0.62091782E+01   0.69409075E-03  -0.98559118E-03   0.18886209E+01  -0.26817936E+01
  2722  -0.62091811E+01   0.69383641E-03  -0.98522995E-03   0.18886227E+01  -0.26817959E+01
  2723  -0.62091840E+01   0.69358226E-03  -0.98486898E-03   0.18886245E+01  -0.26817982E+01
  2724  -0.62091869E+01   0.69332829E-03  -0.98450828E-03   0.18886263E+01  -0.26818006E+01
  2725  -0.62091897E+01   0.69307451E-03  -0.98414783E-03   0.18886280E+01  -0.26818028E+01
  2726  -0.62091926E+01   0.69282091E-03  -0.98378765E-03   0.18886298E+01  -0.26818051E+01
  2727  -0.62091955E+01   0.69256749E-03  -0.98342774E-03   0.18886315E+01  -0.26818074E+01
  2728  -0.62091983E+01   0.69231426E-03  -0.98306808E-03   0.18886333E+01  -0.26818097E+01
  2729  -0.62092012E+01   0.69206121E-03  -0.98270869E-03   0.18886350E+01  -0.26818120E+01
  2730  -0.62092040E+01   0.69180834E-03  -0.98234955E-03   0.18886368E+01  -0.26818143E+01
  2731  -0.62092068E+01   0.69155566E-03  -0.98199068E-03   0.18886385E+01  -0.26818165E+01
  2732  -0.62092097E+01   0.69130315E-03  -0.98163207E-03   0.18886402E+01  -0.26818188E+01
  2733  -0.62092125E+01   0.69105083E-03  -0.98127372E-03   0.18886419E+01  -0.26818211E+01
  2734  -0.62092153E+01   0.69079870E-03  -0.98091563E-03   0.18886436E+01  -0.26818233E+01
  2735  -0.62092181E+01   0.69054674E-03  -0.98055780E-03   0.18886453E+01  -0.26818256E+01
  2736  -0.62092208E+01   0.69029497E-03  -0.98020023E-03   0.18886470E+01  -0.26818278E+01
  2737  -0.62092236E+01   0.69004338E-03  -0.97984292E-03   0.18886487E+01  -0.26818301E+01
  2738  -0.62092264E+01   0.68979197E-03  -0.97948586E-03   0.18886504E+01  -0.26818323E+01
  2739  -0.62092291E+01   0.68954074E-03  -0.97912907E-03   0.18886521E+01  -0.26818345E+01
  2740  -0.62092319E+01   0.68928969E-03  -0.97877253E-03   0.18886538E+01  -0.26818367E+01
  2741  -0.62092346E+01   0.68903882E-03  -0.97841626E-03   0.18886554E+01  -0.26818390E+01
  2742  -0.62092374E+01   0.68878813E-03  -0.97806024E-03   0.18886571E+01  -0.26818412E+01
  2743  -0.62092401E+01   0.68853763E-03  -0.97770448E-03   0.18886587E+01  -0.26818434E+01
  2744  -0.62092428E+01   0.68828730E-03  -0.97734897E-03   0.18886604E+01  -0.26818456E+01
  2745  -0.62092455E+01   0.68803715E-03  -0.97699372E-03   0.18886620E+01  -0.26818478E+01
  2746  -0.62092482E+01   0.68778719E-03  -0.97663873E-03   0.18886636E+01  -0.26818500E+01
  2747  -0.62092509E+01   0.68753740E-03  -0.97628400E-03   0.18886652E+01  -0.26818521E+01
  2748  -0.62092536E+01   0.68728779E-03  -0.97592952E-03   0.18886668E+01  -0.26818543E+01
  2749  -0.62092563E+01   0.68703837E-03  -0.97557530E-03   0.18886685E+01  -0.26818565E+01
  2750  -0.62092589E+01   0.68678912E-03  -0.97522133E-03   0.18886701E+01  -0.26818587E+01
  2751  -0.62092616E+01   0.68654005E-03  -0.97486762E-03   0.18886717E+01  -0.26818608E+01
  2752  -0.62092643E+01   0.68629116E-03  -0.97451417E-03   0.18886733E+01  -0.26818630E+01
  2753  -0.62092669E+01   0.68604244E-03  -0.97416097E-03   0.18886748E+01  -0.26818652E+01
  2754  -0.62092695E+01   0.68579391E-03  -0.97380802E-03   0.18886764E+01  -0.26818673E+01
  2755  -0.62092722E+01   0.68554556E-03  -0.97345533E-03   0.18886780E+01  -0.26818694E+01
  2756  -0.62092748E+01   0.68529738E-03  -0.97310289E-03   0.18886796E+01  -0.26818716E+01
  2757  -0.62092774E+01   0.68504938E-03  -0.97275071E-03   0.18886811E+01  -0.26818737E+01
  2758  -0.62092800E+01   0.68480156E-03  -0.97239878E-03   0.18886827E+01  -0.26818758E+01
  2759  -0.62092826E+01   0.68455391E-03  -0.97204710E-03   0.18886842E+01  -0.26818779E+01
  2760  -0.62092852E+01   0.68430644E-03  -0.97169568E-03   0.18886858E+01  -0.26818801E+01
  2761  -0.62092878E+01   0.68405915E-03  -0.97134451E-03   0.18886873E+01  -0.26818822E+01
  2762  -0.62092904E+01   0.68381204E-03  -0.97099359E-03   0.18886889E+01  -0.26818843E+01
  2763  -0.62092929E+01   0.68356510E-03  -0.97064292E-03   0.18886904E+01  -0.26818864E+01
  2764  -0.62092955E+01   0.68331834E-03  -0.97029251E-03   0.18886919E+01  -0.26818885E+01
  2765  -0.62092980E+01   0.68307176E-03  -0.96994235E-03   0.18886934E+01  -0.26818906E+01
  2766  -0.62093006E+01   0.68282535E-03  -0.96959244E-03   0.18886949E+01  -0.26818927E+01
  2767  -0.62093031E+01   0.68257912E-03  -0.96924278E-03   0.18886964E+01  -0.26818948E+01
  2768  -0.62093056E+01   0.68233306E-03  -0.96889337E-03   0.18886979E+01  -0.26818968E+01
  2769  -0.62093082E+01   0.68208718E-03  -0.96854421E-03   0.18886994E+01  -0.26818989E+01
  2770  -0.62093107E+01   0.68184148E-03  -0.96819530E-03   0.18887009E+01  -0.26819010E+01
  2771  -0.62093132E+01   0.68159595E-03  -0.96784664E-03   0.18887024E+01  -0.26819030E+01
  2772  -0.62093157E+01   0.68135060E-03  -0.96749824E-03   0.18887039E+01  -0.26819051E+01
  2773  -0.62093182E+01   0.68110542E-03  -0.96715008E-03   0.18887053E+01  -0.26819072E+01
  2774  -0.62093207E+01   0.68086041E-03  -0.96680217E-03   0.18887068E+01  -0.26819092E+01
  2775  -0.62093231E+01   0.68061558E-03  -0.96645451E-03   0.18887082E+01  -0.26819113E+01
  2776  -0.62093256E+01   0.68037093E-03  -0.96610710E-03   0.18887097E+01  -0.26819133E+01
  2777  -0.62093281E+01   0.68012644E-03  -0.96575993E-03   0.18887111E+01  -0.26819153E+01
  2778  -0.62093305E+01   0.67988214E-03  -0.96541302E-03   0.18887126E+01  -0.26819174E+01
  2779  -0.62093330E+01   0.67963800E-03  -0.96506635E-03   0.18887140E+01  -0.26819194E+01
  2780  -0.62093354E+01   0.67939404E-03  -0.96471993E-03   0.18887154E+01  -0.26819214E+01
  2781  -0.62093379E+01   0.67915026E-03  -0.96437376E-03   0.18887169E+01  -0.26819234E+01
  2782  -0.62093403E+01   0.67890664E-03  -0.96402784E-03   0.18887183E+01  -0.26819255E+01
  2783  -0.62093427E+01   0.67866320E-03  -0.96368216E-03   0.18887197E+01  -0.26819275E+01
  2784  -0.62093451E+01   0.67841994E-03  -0.96333673E-03   0.18887211E+01  -0.26819295E+01
  2785  -0.62093475E+01   0.67817684E-03  -0.96299154E-03   0.18887225E+01  -0.26819314E+01
  2786  -0.62093499E+01   0.67793392E-03  -0.96264661E-03   0.18887239E+01  -0.26819335E+01
  2787  -0.62093523E+01   0.67769117E-03  -0.96230191E-03   0.18887253E+01  -0.26819354E+01
  2788  -0.62093547E+01   0.67744859E-03  -0.96195747E-03   0.18887267E+01  -0.26819374E+01
  2789  -0.62093571E+01   0.67720619E-03  -0.96161327E-03   0.18887281E+01  -0.26819394E+01
  2790  -0.62093595E+01   0.67696395E-03  -0.96126931E-03   0.18887294E+01  -0.26819414E+01
  2791  -0.62093618E+01   0.67672189E-03  -0.96092560E-03   0.18887308E+01  -0.26819433E+01
  2792  -0.62093642E+01   0.67648000E-03  -0.96058213E-03   0.18887322E+01  -0.26819453E+01
  2793  -0.62093665E+01   0.67623828E-03  -0.96023891E-03   0.18887335E+01  -0.26819473E+01
  2794  -0.62093689E+01   0.67599673E-03  -0.95989593E-03   0.18887349E+01  -0.26819492E+01
  2795  -0.62093712E+01   0.67575536E-03  -0.95955320E-03   0.18887362E+01  -0.26819512E+01
  2796  -0.62093735E+01   0.67551415E-03  -0.95921071E-03   0.18887376E+01  -0.26819531E+01
  2797  -0.62093759E+01   0.67527312E-03  -0.95886846E-03   0.18887389E+01  -0.26819551E+01
  2798  -0.62093782E+01   0.67503225E-03  -0.95852646E-03   0.18887402E+01  -0.26819570E+01
  2799  -0.62093805E+01   0.67479156E-03  -0.95818469E-03   0.18887416E+01  -0.26819589E+01
  2800  -0.62093828E+01   0.67455103E-03  -0.95784317E-03   0.18887429E+01  -0.26819609E+01
  2801  -0.62093851E+01   0.67431068E-03  -0.95750190E-03   0.18887442E+01  -0.26819628E+01
  2802  -0.62093874E+01   0.67407049E-03  -0.95716086E-03   0.18887455E+01  -0.26819647E+01
  2803  -0.62093897E+01   0.67383048E-03  -0.95682007E-03   0.18887468E+01  -0.26819667E+01
  2804  -0.62093919E+01   0.67359063E-03  -0.95647952E-03   0.18887481E+01  -0.26819686E+01
  2805  -0.62093942E+01   0.67335095E-03  -0.95613921E-03   0.18887494E+01  -0.26819705E+01
  2806  -0.62093965E+01   0.67311145E-03  -0.95579914E-03   0.18887507E+01  -0.26819724E+01
  2807  -0.62093987E+01   0.67287211E-03  -0.95545931E-03   0.18887520E+01  -0.26819743E+01
  2808  -0.62094010E+01   0.67263294E-03  -0.95511972E-03   0.18887533E+01  -0.26819762E+01
  2809  -0.62094032E+01   0.67239394E-03  -0.95478038E-03   0.18887546E+01  -0.26819781E+01
  2810  -0.62094055E+01   0.67215510E-03  -0.95444127E-03   0.18887558E+01  -0.26819800E+01
  2811  -0.62094077E+01   0.67191644E-03  -0.95410240E-03   0.18887571E+01  -0.26819818E+01
  2812  -0.62094099E+01   0.67167794E-03  -0.95376377E-03   0.18887584E+01  -0.26819837E+01
  2813  -0.62094121E+01   0.67143961E-03  -0.95342539E-03   0.18887596E+01  -0.26819856E+01
  2814  -0.62094144E+01   0.67120145E-03  -0.95308724E-03   0.18887609E+01  -0.26819875E+01
  2815  -0.62094166E+01   0.67096346E-03  -0.95274933E-03   0.18887621E+01  -0.26819894E+01
  2816  -0.62094188E+01   0.67072563E-03  -0.95241165E-03   0.18887634E+01  -0.26819912E+01
  2817  -0.62094210E+01   0.67048797E-03  -0.95207422E-03   0.18887646E+01  -0.26819931E+01
  2818  -0.62094231E+01   0.67025048E-03  -0.95173702E-03   0.18887659E+01  -0.26819949E+01
  2819  -0.62094253E+01   0.67001315E-03  -0.95140006E-03   0.18887671E+01  -0.26819968E+01
  2820  -0.62094275E+01   0.66977599E-03  -0.95106334E-03   0.18887683E+01  -0.26819986E+01
  2821  -0.62094297E+01   0.66953900E-03  -0.95072686E-03   0.18887695E+01  -0.26820005E+01
  2822  -0.62094318E+01   0.66930217E-03  -0.95039061E-03   0.18887707E+01  -0.26820023E+01
  2823  -0.62094340E+01   0.66906551E-03  -0.95005460E-03   0.18887719E+01  -0.26820041E+01
  2824  -0.62094361E+01   0.66882902E-03  -0.94971883E-03   0.18887732E+01  -0.26820060E+01
  2825  -0.62094383E+01   0.66859269E-03  -0.94938329E-03   0.18887743E+01  -0.26820078E+01
  2826  -0.62094404E+01   0.66835653E-03  -0.94904799E-03   0.18887756E+01  -0.26820096E+01
  2827  -0.62094426E+01   0.66812053E-03  -0.94871293E-03   0.18887767E+01  -0.26820115E+01
  2828  -0.62094447E+01   0.66788470E-03  -0.94837810E-03   0.18887779E+01  -0.26820133E+01
  2829  -0.62094468E+01   0.66764903E-03  -0.94804351E-03   0.18887791E+01  -0.26820151E+01
  2830  -0.62094489E+01   0.66741353E-03  -0.94770915E-03   0.18887803E+01  -0.26820169E+01
  2831  -0.62094510E+01   0.66717819E-03  -0.94737502E-03   0.18887815E+01  -0.26820187E+01
  2832  -0.62094531E+01   0.66694302E-03  -0.94704113E-03   0.18887826E+01  -0.26820205E+01
  2833  -0.62094552E+01   0.66670801E-03  -0.94670748E-03   0.18887838E+01  -0.26820223E+01
  2834  -0.62094573E+01   0.66647316E-03  -0.94637406E-03   0.18887849E+01  -0.26820241E+01
  2835  -0.62094594E+01   0.66623848E-03  -0.94604087E-03   0.18887861E+01  -0.26820259E+01
  2836  -0.62094615E+01   0.66600397E-03  -0.94570792E-03   0.18887873E+01  -0.26820277E+01
  2837  -0.62094636E+01   0.66576962E-03  -0.94537519E-03   0.18887884E+01  -0.26820294E+01
  2838  -0.62094656E+01   0.66553543E-03  -0.94504271E-03   0.18887896E+01  -0.26820312E+01
  2839  -0.62094677E+01   0.66530140E-03  -0.94471045E-03   0.18887907E+01  -0.26820330E+01
  2840  -0.62094697E+01   0.66506754E-03  -0.94437843E-03   0.18887918E+01  -0.26820347E+01
  2841  -0.62094718E+01   0.66483384E-03  -0.94404664E-03   0.18887929E+01  -0.26820365E+01
  2842  -0.62094738E+01   0.66460030E-03  -0.94371509E-03   0.18887941E+01  -0.26820383E+01
  2843  -0.62094759E+01   0.66436693E-03  -0.94338376E-03   0.18887952E+01  -0.26820400E+01
  2844  -0.62094779E+01   0.66413372E-03  -0.94305267E-03   0.18887963E+01  -0.26820418E+01
  2845  -0.62094799E+01   0.66390067E-03  -0.94272180E-03   0.18887974E+01  -0.26820435E+01
  2846  -0.62094820E+01   0.66366779E-03  -0.94239117E-03   0.18887985E+01  -0.26820453E+01
  2847  -0.62094840E+01   0.66343506E-03  -0.94206077E-03   0.18887996E+01  -0.26820470E+01
  2848  -0.62094860E+01   0.66320250E-03  -0.94173061E-03   0.18888007E+01  -0.26820488E+01
  2849  -0.62094880E+01   0.66297010E-03  -0.94140067E-03   0.18888018E+01  -0.26820505E+01
  2850  -0.62094900E+01   0.66273786E-03  -0.94107096E-03   0.18888029E+01  -0.26820522E+01
  2851  -0.62094920E+01   0.66250578E-03  -0.94074148E-03   0.18888040E+01  -0.26820540E+01
  2852  -0.62094940E+01   0.66227387E-03  -0.94041223E-03   0.18888051E+01  -0.26820557E+01
  2853  -0.62094960E+01   0.66204211E-03  -0.94008321E-03   0.18888061E+01  -0.26820574E+01
  2854  -0.62094979E+01   0.66181052E-03  -0.93975442E-03   0.18888072E+01  -0.26820591E+01
  2855  -0.62094999E+01   0.66157909E-03  -0.93942586E-03   0.18888083E+01  -0.26820608E+01
  2856  -0.62095019E+01   0.66134781E-03  -0.93909753E-03   0.18888093E+01  -0.26820625E+01
  2857  -0.62095038E+01   0.66111670E-03  -0.93876943E-03   0.18888104E+01  -0.26820643E+01
  2858  -0.62095058E+01   0.66088575E-03  -0.93844155E-03   0.18888115E+01  -0.26820659E+01
  2859  -0.62095078E+01   0.66065496E-03  -0.93811390E-03   0.18888125E+01  -0.26820676E+01
  2860  -0.62095097E+01   0.66042433E-03  -0.93778649E-03   0.18888136E+01  -0.26820694E+01
  2861  -0.62095116E+01   0.66019386E-03  -0.93745929E-03   0.18888146E+01  -0.26820710E+01
  2862  -0.62095136E+01   0.65996354E-03  -0.93713233E-03   0.18888157E+01  -0.26820727E+01
  2863  -0.62095155E+01   0.65973339E-03  -0.93680559E-03   0.18888167E+01  -0.26820744E+01
  2864  -0.62095174E+01   0.65950340E-03  -0.93647908E-03   0.18888177E+01  -0.26820761E+01
  2865  -0.62095193E+01   0.65927356E-03  -0.93615280E-03   0.18888187E+01  -0.26820778E+01
  2866  -0.62095213E+01   0.65904389E-03  -0.93582674E-03   0.18888198E+01  -0.26820794E+01
  2867  -0.62095232E+01   0.65881437E-03  -0.93550091E-03   0.18888208E+01  -0.26820811E+01
  2868  -0.62095251E+01   0.65858502E-03  -0.93517531E-03   0.18888218E+01  -0.26820828E+01
  2869  -0.62095270E+01   0.65835582E-03  -0.93484993E-03   0.18888228E+01  -0.26820844E+01
  2870  -0.62095289E+01   0.65812678E-03  -0.93452478E-03   0.18888239E+01  -0.26820861E+01
  2871  -0.62095308E+01   0.65789789E-03  -0.93419985E-03   0.18888248E+01  -0.26820878E+01
  2872  -0.62095326E+01   0.65766917E-03  -0.93387515E-03   0.18888259E+01  -0.26820894E+01
  2873  -0.62095345E+01   0.65744060E-03  -0.93355067E-03   0.18888268E+01  -0.26820911E+01
  2874  -0.62095364E+01   0.65721219E-03  -0.93322642E-03   0.18888278E+01  -0.26820927E+01
  2875  -0.62095383E+01   0.65698394E-03  -0.93290239E-03   0.18888288E+01  -0.26820944E+01
  2876  -0.62095401E+01   0.65675585E-03  -0.93257858E-03   0.18888298E+01  -0.26820960E+01
  2877  -0.62095420E+01   0.65652791E-03  -0.93225500E-03   0.18888308E+01  -0.26820976E+01
  2878  -0.62095438E+01   0.65630013E-03  -0.93193165E-03   0.18888318E+01  -0.26820993E+01
  2879  -0.62095457E+01   0.65607251E-03  -0.93160851E-03   0.18888328E+01  -0.26821009E+01
  2880  -0.62095475E+01   0.65584504E-03  -0.93128560E-03   0.18888337E+01  -0.26821025E+01
  2881  -0.62095494E+01   0.65561773E-03  -0.93096292E-03   0.18888347E+01  -0.26821042E+01
  2882  -0.62095512E+01   0.65539058E-03  -0.93064045E-03   0.18888357E+01  -0.26821058E+01
  2883  -0.62095530E+01   0.65516358E-03  -0.93031821E-03   0.18888366E+01  -0.26821074E+01
  2884  -0.62095548E+01   0.65493674E-03  -0.92999619E-03   0.18888376E+01  -0.26821090E+01
  2885  -0.62095567E+01   0.65471006E-03  -0.92967439E-03   0.18888385E+01  -0.26821106E+01
