     n         h                l                k               nl               nk
  1023  -0.59072460E+01   0.16465826E-02  -0.24533870E-02   0.16844540E+01  -0.25098149E+01
  1024  -0.59082308E+01   0.16455691E-02  -0.24515194E-02   0.16850628E+01  -0.25103559E+01
  1025  -0.59092127E+01   0.16445561E-02  -0.24496539E-02   0.16856700E+01  -0.25108952E+01
  1026  -0.59101917E+01   0.16435436E-02  -0.24477906E-02   0.16862757E+01  -0.25114332E+01
  1027  -0.59111677E+01   0.16425316E-02  -0.24459295E-02   0.16868800E+01  -0.25119696E+01
  1028  -0.59121408E+01   0.16415200E-02  -0.24440704E-02   0.16874826E+01  -0.25125044E+01
  1029  -0.59131109E+01   0.16405089E-02  -0.24422135E-02   0.16880837E+01  -0.25130377E+01
  1030  -0.59140782E+01   0.16394983E-02  -0.24403587E-02   0.16886832E+01  -0.25135695E+01
  1031  -0.59150425E+01   0.16384882E-02  -0.24385061E-02   0.16892813E+01  -0.25140998E+01
  1032  -0.59160039E+01   0.16374786E-02  -0.24366555E-02   0.16898779E+01  -0.25146285E+01
  1033  -0.59169625E+01   0.16364694E-02  -0.24348071E-02   0.16904729E+01  -0.25151557E+01
  1034  -0.59179181E+01   0.16354607E-02  -0.24329608E-02   0.16910664E+01  -0.25156815E+01
  1035  -0.59188709E+01   0.16344526E-02  -0.24311166E-02   0.16916584E+01  -0.25162057E+01
  1036  -0.59198208E+01   0.16334449E-02  -0.24292746E-02   0.16922489E+01  -0.25167285E+01
  1037  -0.59207678E+01   0.16324377E-02  -0.24274346E-02   0.16928379E+01  -0.25172497E+01
  1038  -0.59217120E+01   0.16314309E-02  -0.24255967E-02   0.16934253E+01  -0.25177694E+01
  1039  -0.59226533E+01   0.16304247E-02  -0.24237610E-02   0.16940113E+01  -0.25182877E+01
  1040  -0.59235918E+01   0.16294190E-02  -0.24219273E-02   0.16945958E+01  -0.25188044E+01
  1041  -0.59245275E+01   0.16284137E-02  -0.24200958E-02   0.16951787E+01  -0.25193197E+01
  1042  -0.59254603E+01   0.16274090E-02  -0.24182663E-02   0.16957602E+01  -0.25198335E+01
  1043  -0.59263904E+01   0.16264047E-02  -0.24164389E-02   0.16963401E+01  -0.25203458E+01
  1044  -0.59273176E+01   0.16254009E-02  -0.24146136E-02   0.16969185E+01  -0.25208566E+01
  1045  -0.59282420E+01   0.16243977E-02  -0.24127904E-02   0.16974956E+01  -0.25213660E+01
  1046  -0.59291636E+01   0.16233949E-02  -0.24109693E-02   0.16980711E+01  -0.25218739E+01
  1047  -0.59300824E+01   0.16223926E-02  -0.24091503E-02   0.16986451E+01  -0.25223804E+01
  1048  -0.59309984E+01   0.16213909E-02  -0.24073333E-02   0.16992177E+01  -0.25228853E+01
  1049  -0.59319117E+01   0.16203896E-02  -0.24055185E-02   0.16997887E+01  -0.25233889E+01
  1050  -0.59328222E+01   0.16193888E-02  -0.24037057E-02   0.17003582E+01  -0.25238910E+01
  1051  -0.59337299E+01   0.16183886E-02  -0.24018949E-02   0.17009264E+01  -0.25243915E+01
  1052  -0.59346349E+01   0.16173888E-02  -0.24000862E-02   0.17014930E+01  -0.25248907E+01
  1053  -0.59355371E+01   0.16163895E-02  -0.23982796E-02   0.17020581E+01  -0.25253884E+01
  1054  -0.59364366E+01   0.16153908E-02  -0.23964751E-02   0.17026219E+01  -0.25258848E+01
  1055  -0.59373334E+01   0.16143925E-02  -0.23946726E-02   0.17031841E+01  -0.25263796E+01
  1056  -0.59382274E+01   0.16133948E-02  -0.23928722E-02   0.17037449E+01  -0.25268730E+01
  1057  -0.59391187E+01   0.16123976E-02  -0.23910738E-02   0.17043043E+01  -0.25273650E+01
  1058  -0.59400074E+01   0.16114009E-02  -0.23892775E-02   0.17048622E+01  -0.25278556E+01
  1059  -0.59408933E+01   0.16104046E-02  -0.23874833E-02   0.17054185E+01  -0.25283448E+01
  1060  -0.59417765E+01   0.16094089E-02  -0.23856910E-02   0.17059734E+01  -0.25288325E+01
  1061  -0.59426570E+01   0.16084138E-02  -0.23839009E-02   0.17065270E+01  -0.25293189E+01
  1062  -0.59435349E+01   0.16074191E-02  -0.23821127E-02   0.17070791E+01  -0.25298037E+01
  1063  -0.59444100E+01   0.16064249E-02  -0.23803266E-02   0.17076297E+01  -0.25302872E+01
  1064  -0.59452825E+01   0.16054313E-02  -0.23785426E-02   0.17081789E+01  -0.25307693E+01
  1065  -0.59461524E+01   0.16044382E-02  -0.23767606E-02   0.17087267E+01  -0.25312500E+01
  1066  -0.59470196E+01   0.16034456E-02  -0.23749806E-02   0.17092730E+01  -0.25317293E+01
  1067  -0.59478841E+01   0.16024535E-02  -0.23732026E-02   0.17098179E+01  -0.25322072E+01
  1068  -0.59487460E+01   0.16014619E-02  -0.23714267E-02   0.17103613E+01  -0.25326837E+01
  1069  -0.59496053E+01   0.16004709E-02  -0.23696528E-02   0.17109034E+01  -0.25331588E+01
  1070  -0.59504619E+01   0.15994804E-02  -0.23678809E-02   0.17114440E+01  -0.25336326E+01
  1071  -0.59513160E+01   0.15984904E-02  -0.23661110E-02   0.17119832E+01  -0.25341049E+01
  1072  -0.59521674E+01   0.15975009E-02  -0.23643432E-02   0.17125210E+01  -0.25345759E+01
  1073  -0.59530162E+01   0.15965120E-02  -0.23625773E-02   0.17130574E+01  -0.25350454E+01
  1074  -0.59538624E+01   0.15955236E-02  -0.23608135E-02   0.17135923E+01  -0.25355137E+01
  1075  -0.59547061E+01   0.15945357E-02  -0.23590517E-02   0.17141259E+01  -0.25359806E+01
  1076  -0.59555471E+01   0.15935483E-02  -0.23572919E-02   0.17146580E+01  -0.25364461E+01
  1077  -0.59563856E+01   0.15925615E-02  -0.23555341E-02   0.17151887E+01  -0.25369102E+01
  1078  -0.59572215E+01   0.15915752E-02  -0.23537782E-02   0.17157181E+01  -0.25373729E+01
  1079  -0.59580548E+01   0.15905894E-02  -0.23520244E-02   0.17162460E+01  -0.25378343E+01
  1080  -0.59588856E+01   0.15896041E-02  -0.23502726E-02   0.17167724E+01  -0.25382944E+01
  1081  -0.59597138E+01   0.15886194E-02  -0.23485228E-02   0.17172976E+01  -0.25387531E+01
  1082  -0.59605395E+01   0.15876353E-02  -0.23467750E-02   0.17178214E+01  -0.25392105E+01
  1083  -0.59613627E+01   0.15866516E-02  -0.23450292E-02   0.17183437E+01  -0.25396666E+01
  1084  -0.59621833E+01   0.15856685E-02  -0.23432853E-02   0.17188647E+01  -0.25401213E+01
  1085  -0.59630014E+01   0.15846860E-02  -0.23415434E-02   0.17193843E+01  -0.25405746E+01
  1086  -0.59638170E+01   0.15837039E-02  -0.23398036E-02   0.17199024E+01  -0.25410267E+01
  1087  -0.59646301E+01   0.15827224E-02  -0.23380657E-02   0.17204192E+01  -0.25414774E+01
  1088  -0.59654407E+01   0.15817415E-02  -0.23363297E-02   0.17209348E+01  -0.25419267E+01
  1089  -0.59662488E+01   0.15807611E-02  -0.23345958E-02   0.17214488E+01  -0.25423748E+01
  1090  -0.59670544E+01   0.15797812E-02  -0.23328638E-02   0.17219615E+01  -0.25428215E+01
  1091  -0.59678575E+01   0.15788019E-02  -0.23311338E-02   0.17224729E+01  -0.25432670E+01
  1092  -0.59686582E+01   0.15778231E-02  -0.23294057E-02   0.17229828E+01  -0.25437110E+01
  1093  -0.59694563E+01   0.15768449E-02  -0.23276797E-02   0.17234915E+01  -0.25441539E+01
  1094  -0.59702521E+01   0.15758672E-02  -0.23259555E-02   0.17239987E+01  -0.25445953E+01
  1095  -0.59710453E+01   0.15748901E-02  -0.23242334E-02   0.17245047E+01  -0.25450356E+01
  1096  -0.59718361E+01   0.15739135E-02  -0.23225132E-02   0.17250092E+01  -0.25454745E+01
  1097  -0.59726245E+01   0.15729374E-02  -0.23207950E-02   0.17255123E+01  -0.25459121E+01
  1098  -0.59734105E+01   0.15719619E-02  -0.23190787E-02   0.17260142E+01  -0.25463484E+01
  1099  -0.59741940E+01   0.15709870E-02  -0.23173643E-02   0.17265147E+01  -0.25467834E+01
  1100  -0.59749751E+01   0.15700126E-02  -0.23156519E-02   0.17270139E+01  -0.25472171E+01
  1101  -0.59757538E+01   0.15690387E-02  -0.23139415E-02   0.17275116E+01  -0.25476496E+01
  1102  -0.59765300E+01   0.15680654E-02  -0.23122330E-02   0.17280081E+01  -0.25480808E+01
  1103  -0.59773039E+01   0.15670927E-02  -0.23105264E-02   0.17285032E+01  -0.25485106E+01
  1104  -0.59780754E+01   0.15661205E-02  -0.23088218E-02   0.17289970E+01  -0.25489393E+01
  1105  -0.59788445E+01   0.15651489E-02  -0.23071191E-02   0.17294895E+01  -0.25493666E+01
  1106  -0.59796112E+01   0.15641778E-02  -0.23054184E-02   0.17299806E+01  -0.25497928E+01
  1107  -0.59803755E+01   0.15632073E-02  -0.23037195E-02   0.17304705E+01  -0.25502175E+01
  1108  -0.59811375E+01   0.15622374E-02  -0.23020226E-02   0.17309590E+01  -0.25506410E+01
  1109  -0.59818971E+01   0.15612680E-02  -0.23003277E-02   0.17314462E+01  -0.25510634E+01
  1110  -0.59826543E+01   0.15602991E-02  -0.22986346E-02   0.17319320E+01  -0.25514844E+01
  1111  -0.59834092E+01   0.15593309E-02  -0.22969435E-02   0.17324166E+01  -0.25519042E+01
  1112  -0.59841618E+01   0.15583632E-02  -0.22952543E-02   0.17328999E+01  -0.25523228E+01
  1113  -0.59849120E+01   0.15573960E-02  -0.22935670E-02   0.17333817E+01  -0.25527401E+01
  1114  -0.59856599E+01   0.15564294E-02  -0.22918817E-02   0.17338624E+01  -0.25531562E+01
  1115  -0.59864054E+01   0.15554634E-02  -0.22901982E-02   0.17343417E+01  -0.25535710E+01
  1116  -0.59871487E+01   0.15544979E-02  -0.22885167E-02   0.17348197E+01  -0.25539846E+01
  1117  -0.59878896E+01   0.15535331E-02  -0.22868370E-02   0.17352965E+01  -0.25543969E+01
  1118  -0.59886282E+01   0.15525687E-02  -0.22851593E-02   0.17357718E+01  -0.25548081E+01
  1119  -0.59893646E+01   0.15516050E-02  -0.22834835E-02   0.17362460E+01  -0.25552180E+01
  1120  -0.59900986E+01   0.15506418E-02  -0.22818095E-02   0.17367188E+01  -0.25556266E+01
  1121  -0.59908304E+01   0.15496792E-02  -0.22801375E-02   0.17371904E+01  -0.25560341E+01
  1122  -0.59915599E+01   0.15487171E-02  -0.22784674E-02   0.17376606E+01  -0.25564404E+01
  1123  -0.59922871E+01   0.15477557E-02  -0.22767991E-02   0.17381297E+01  -0.25568454E+01
  1124  -0.59930120E+01   0.15467948E-02  -0.22751328E-02   0.17385974E+01  -0.25572493E+01
  1125  -0.59937347E+01   0.15458344E-02  -0.22734683E-02   0.17390637E+01  -0.25576518E+01
  1126  -0.59944551E+01   0.15448747E-02  -0.22718058E-02   0.17395289E+01  -0.25580533E+01
  1127  -0.59951733E+01   0.15439155E-02  -0.22701451E-02   0.17399928E+01  -0.25584535E+01
  1128  -0.59958892E+01   0.15429569E-02  -0.22684863E-02   0.17404554E+01  -0.25588525E+01
  1129  -0.59966029E+01   0.15419989E-02  -0.22668294E-02   0.17409168E+01  -0.25592504E+01
  1130  -0.59973144E+01   0.15410414E-02  -0.22651743E-02   0.17413768E+01  -0.25596470E+01
  1131  -0.59980236E+01   0.15400845E-02  -0.22635212E-02   0.17418356E+01  -0.25600425E+01
  1132  -0.59987307E+01   0.15391282E-02  -0.22618699E-02   0.17422931E+01  -0.25604367E+01
  1133  -0.59994355E+01   0.15381725E-02  -0.22602205E-02   0.17427494E+01  -0.25608298E+01
  1134  -0.60001381E+01   0.15372174E-02  -0.22585729E-02   0.17432045E+01  -0.25612217E+01
  1135  -0.60008385E+01   0.15362628E-02  -0.22569272E-02   0.17436583E+01  -0.25616124E+01
  1136  -0.60015367E+01   0.15353089E-02  -0.22552834E-02   0.17441109E+01  -0.25620019E+01
  1137  -0.60022328E+01   0.15343555E-02  -0.22536414E-02   0.17445622E+01  -0.25623903E+01
  1138  -0.60029266E+01   0.15334027E-02  -0.22520013E-02   0.17450123E+01  -0.25627775E+01
  1139  -0.60036183E+01   0.15324504E-02  -0.22503631E-02   0.17454610E+01  -0.25631636E+01
  1140  -0.60043078E+01   0.15314988E-02  -0.22487267E-02   0.17459086E+01  -0.25635484E+01
  1141  -0.60049952E+01   0.15305477E-02  -0.22470922E-02   0.17463549E+01  -0.25639322E+01
  1142  -0.60056804E+01   0.15295973E-02  -0.22454595E-02   0.17468001E+01  -0.25643147E+01
  1143  -0.60063635E+01   0.15286474E-02  -0.22438287E-02   0.17472440E+01  -0.25646962E+01
  1144  -0.60070444E+01   0.15276981E-02  -0.22421997E-02   0.17476866E+01  -0.25650765E+01
  1145  -0.60077231E+01   0.15267494E-02  -0.22405726E-02   0.17481281E+01  -0.25654556E+01
  1146  -0.60083998E+01   0.15258013E-02  -0.22389473E-02   0.17485683E+01  -0.25658336E+01
  1147  -0.60090743E+01   0.15248538E-02  -0.22373238E-02   0.17490073E+01  -0.25662104E+01
  1148  -0.60097467E+01   0.15239068E-02  -0.22357022E-02   0.17494450E+01  -0.25665861E+01
  1149  -0.60104170E+01   0.15229605E-02  -0.22340824E-02   0.17498816E+01  -0.25669607E+01
  1150  -0.60110851E+01   0.15220147E-02  -0.22324645E-02   0.17503169E+01  -0.25673342E+01
  1151  -0.60117512E+01   0.15210696E-02  -0.22308484E-02   0.17507511E+01  -0.25677065E+01
  1152  -0.60124152E+01   0.15201250E-02  -0.22292341E-02   0.17511840E+01  -0.25680777E+01
  1153  -0.60130771E+01   0.15191811E-02  -0.22276216E-02   0.17516158E+01  -0.25684477E+01
  1154  -0.60137369E+01   0.15182377E-02  -0.22260110E-02   0.17520463E+01  -0.25688167E+01
  1155  -0.60143946E+01   0.15172949E-02  -0.22244022E-02   0.17524756E+01  -0.25691845E+01
  1156  -0.60150502E+01   0.15163527E-02  -0.22227952E-02   0.17529037E+01  -0.25695513E+01
  1157  -0.60157038E+01   0.15154112E-02  -0.22211900E-02   0.17533308E+01  -0.25699168E+01
  1158  -0.60163553E+01   0.15144702E-02  -0.22195866E-02   0.17537565E+01  -0.25702813E+01
  1159  -0.60170048E+01   0.15135298E-02  -0.22179851E-02   0.17541810E+01  -0.25706447E+01
  1160  -0.60176522E+01   0.15125900E-02  -0.22163853E-02   0.17546044E+01  -0.25710069E+01
  1161  -0.60182976E+01   0.15116508E-02  -0.22147874E-02   0.17550266E+01  -0.25713682E+01
  1162  -0.60189409E+01   0.15107122E-02  -0.22131913E-02   0.17554476E+01  -0.25717283E+01
  1163  -0.60195822E+01   0.15097742E-02  -0.22115970E-02   0.17558674E+01  -0.25720873E+01
  1164  -0.60202215E+01   0.15088369E-02  -0.22100045E-02   0.17562862E+01  -0.25724452E+01
  1165  -0.60208588E+01   0.15079001E-02  -0.22084138E-02   0.17567036E+01  -0.25728021E+01
  1166  -0.60214940E+01   0.15069639E-02  -0.22068249E-02   0.17571199E+01  -0.25731578E+01
  1167  -0.60221273E+01   0.15060283E-02  -0.22052377E-02   0.17575350E+01  -0.25735124E+01
  1168  -0.60227585E+01   0.15050934E-02  -0.22036524E-02   0.17579491E+01  -0.25738660E+01
  1169  -0.60233877E+01   0.15041590E-02  -0.22020689E-02   0.17583619E+01  -0.25742185E+01
  1170  -0.60240150E+01   0.15032253E-02  -0.22004872E-02   0.17587736E+01  -0.25745700E+01
  1171  -0.60246402E+01   0.15022921E-02  -0.21989072E-02   0.17591840E+01  -0.25749203E+01
  1172  -0.60252635E+01   0.15013596E-02  -0.21973290E-02   0.17595935E+01  -0.25752696E+01
  1173  -0.60258848E+01   0.15004276E-02  -0.21957527E-02   0.17600016E+01  -0.25756179E+01
  1174  -0.60265042E+01   0.14994963E-02  -0.21941781E-02   0.17604087E+01  -0.25759651E+01
  1175  -0.60271215E+01   0.14985656E-02  -0.21926052E-02   0.17608146E+01  -0.25763111E+01
  1176  -0.60277369E+01   0.14976355E-02  -0.21910342E-02   0.17612193E+01  -0.25766562E+01
  1177  -0.60283504E+01   0.14967060E-02  -0.21894649E-02   0.17616230E+01  -0.25770002E+01
  1178  -0.60289619E+01   0.14957771E-02  -0.21878974E-02   0.17620254E+01  -0.25773431E+01
  1179  -0.60295715E+01   0.14948489E-02  -0.21863317E-02   0.17624269E+01  -0.25776851E+01
  1180  -0.60301791E+01   0.14939212E-02  -0.21847678E-02   0.17628270E+01  -0.25780260E+01
  1181  -0.60307848E+01   0.14929942E-02  -0.21832056E-02   0.17632262E+01  -0.25783658E+01
  1182  -0.60313886E+01   0.14920677E-02  -0.21816451E-02   0.17636240E+01  -0.25787045E+01
  1183  -0.60319905E+01   0.14911419E-02  -0.21800865E-02   0.17640209E+01  -0.25790423E+01
  1184  -0.60325904E+01   0.14902167E-02  -0.21785296E-02   0.17644166E+01  -0.25793790E+01
  1185  -0.60331885E+01   0.14892921E-02  -0.21769744E-02   0.17648111E+01  -0.25797147E+01
  1186  -0.60337846E+01   0.14883682E-02  -0.21754210E-02   0.17652047E+01  -0.25800493E+01
  1187  -0.60343789E+01   0.14874448E-02  -0.21738694E-02   0.17655970E+01  -0.25803830E+01
  1188  -0.60349712E+01   0.14865221E-02  -0.21723195E-02   0.17659883E+01  -0.25807156E+01
  1189  -0.60355617E+01   0.14856000E-02  -0.21707714E-02   0.17663784E+01  -0.25810472E+01
  1190  -0.60361503E+01   0.14846785E-02  -0.21692250E-02   0.17667674E+01  -0.25813777E+01
  1191  -0.60367370E+01   0.14837576E-02  -0.21676804E-02   0.17671553E+01  -0.25817074E+01
  1192  -0.60373218E+01   0.14828373E-02  -0.21661375E-02   0.17675421E+01  -0.25820359E+01
  1193  -0.60379048E+01   0.14819177E-02  -0.21645963E-02   0.17679278E+01  -0.25823634E+01
  1194  -0.60384859E+01   0.14809986E-02  -0.21630569E-02   0.17683123E+01  -0.25826899E+01
  1195  -0.60390651E+01   0.14800802E-02  -0.21615192E-02   0.17686958E+01  -0.25830154E+01
  1196  -0.60396426E+01   0.14791625E-02  -0.21599833E-02   0.17690784E+01  -0.25833400E+01
  1197  -0.60402181E+01   0.14782453E-02  -0.21584490E-02   0.17694596E+01  -0.25836635E+01
  1198  -0.60407919E+01   0.14773288E-02  -0.21569166E-02   0.17698399E+01  -0.25839861E+01
  1199  -0.60413638E+01   0.14764129E-02  -0.21553858E-02   0.17702191E+01  -0.25843076E+01
  1200  -0.60419338E+01   0.14754976E-02  -0.21538568E-02   0.17705971E+01  -0.25846282E+01
  1201  -0.60425021E+01   0.14745829E-02  -0.21523295E-02   0.17709741E+01  -0.25849477E+01
  1202  -0.60430685E+01   0.14736689E-02  -0.21508039E-02   0.17713500E+01  -0.25852663E+01
  1203  -0.60436331E+01   0.14727555E-02  -0.21492800E-02   0.17717249E+01  -0.25855838E+01
  1204  -0.60441959E+01   0.14718427E-02  -0.21477579E-02   0.17720986E+01  -0.25859005E+01
  1205  -0.60447570E+01   0.14709305E-02  -0.21462375E-02   0.17724713E+01  -0.25862162E+01
  1206  -0.60453162E+01   0.14700190E-02  -0.21447188E-02   0.17728429E+01  -0.25865309E+01
  1207  -0.60458736E+01   0.14691081E-02  -0.21432018E-02   0.17732135E+01  -0.25868446E+01
  1208  -0.60464292E+01   0.14681978E-02  -0.21416865E-02   0.17735829E+01  -0.25871573E+01
  1209  -0.60469831E+01   0.14672882E-02  -0.21401729E-02   0.17739514E+01  -0.25874690E+01
  1210  -0.60475352E+01   0.14663791E-02  -0.21386610E-02   0.17743187E+01  -0.25877798E+01
  1211  -0.60480855E+01   0.14654707E-02  -0.21371509E-02   0.17746850E+01  -0.25880897E+01
  1212  -0.60486341E+01   0.14645630E-02  -0.21356424E-02   0.17750504E+01  -0.25883986E+01
  1213  -0.60491809E+01   0.14636558E-02  -0.21341356E-02   0.17754145E+01  -0.25887065E+01
  1214  -0.60497259E+01   0.14627493E-02  -0.21326306E-02   0.17757777E+01  -0.25890135E+01
  1215  -0.60502692E+01   0.14618435E-02  -0.21311272E-02   0.17761399E+01  -0.25893195E+01
  1216  -0.60508107E+01   0.14609382E-02  -0.21296255E-02   0.17765009E+01  -0.25896246E+01
  1217  -0.60513505E+01   0.14600336E-02  -0.21281255E-02   0.17768609E+01  -0.25899287E+01
  1218  -0.60518886E+01   0.14591297E-02  -0.21266272E-02   0.17772200E+01  -0.25902319E+01
  1219  -0.60524250E+01   0.14582263E-02  -0.21251306E-02   0.17775779E+01  -0.25905342E+01
  1220  -0.60529596E+01   0.14573236E-02  -0.21236357E-02   0.17779348E+01  -0.25908356E+01
  1221  -0.60534925E+01   0.14564215E-02  -0.21221424E-02   0.17782907E+01  -0.25911359E+01
  1222  -0.60540237E+01   0.14555201E-02  -0.21206509E-02   0.17786456E+01  -0.25914354E+01
  1223  -0.60545531E+01   0.14546193E-02  -0.21191610E-02   0.17789994E+01  -0.25917339E+01
  1224  -0.60550809E+01   0.14537191E-02  -0.21176728E-02   0.17793522E+01  -0.25920315E+01
  1225  -0.60556070E+01   0.14528196E-02  -0.21161863E-02   0.17797040E+01  -0.25923282E+01
  1226  -0.60561314E+01   0.14519207E-02  -0.21147014E-02   0.17800548E+01  -0.25926239E+01
  1227  -0.60566541E+01   0.14510224E-02  -0.21132182E-02   0.17804045E+01  -0.25929187E+01
  1228  -0.60571751E+01   0.14501248E-02  -0.21117367E-02   0.17807533E+01  -0.25932127E+01
  1229  -0.60576944E+01   0.14492278E-02  -0.21102569E-02   0.17811010E+01  -0.25935057E+01
  1230  -0.60582120E+01   0.14483315E-02  -0.21087787E-02   0.17814477E+01  -0.25937978E+01
  1231  -0.60587280E+01   0.14474358E-02  -0.21073022E-02   0.17817935E+01  -0.25940890E+01
  1232  -0.60592424E+01   0.14465407E-02  -0.21058273E-02   0.17821381E+01  -0.25943792E+01
  1233  -0.60597550E+01   0.14456463E-02  -0.21043541E-02   0.17824819E+01  -0.25946686E+01
