     n         h                l                k               nl               nk
  3963  -0.65013433E+01   0.48981259E-03  -0.70138133E-03   0.19411273E+01  -0.27795742E+01
  3964  -0.65016087E+01   0.48969214E-03  -0.70121372E-03   0.19411396E+01  -0.27796112E+01
  3965  -0.65018741E+01   0.48957175E-03  -0.70104620E-03   0.19411520E+01  -0.27796482E+01
  3966  -0.65021394E+01   0.48945141E-03  -0.70087875E-03   0.19411643E+01  -0.27796851E+01
  3967  -0.65024047E+01   0.48933111E-03  -0.70071139E-03   0.19411765E+01  -0.27797221E+01
  3968  -0.65026700E+01   0.48921087E-03  -0.70054411E-03   0.19411887E+01  -0.27797590E+01
  3969  -0.65029352E+01   0.48909068E-03  -0.70037692E-03   0.19412009E+01  -0.27797960E+01
  3970  -0.65032004E+01   0.48897053E-03  -0.70020980E-03   0.19412130E+01  -0.27798329E+01
  3971  -0.65034656E+01   0.48885044E-03  -0.70004277E-03   0.19412251E+01  -0.27798698E+01
  3972  -0.65037308E+01   0.48873040E-03  -0.69987582E-03   0.19412371E+01  -0.27799068E+01
  3973  -0.65039959E+01   0.48861040E-03  -0.69970895E-03   0.19412491E+01  -0.27799437E+01
  3974  -0.65042610E+01   0.48849046E-03  -0.69954217E-03   0.19412611E+01  -0.27799806E+01
  3975  -0.65045260E+01   0.48837056E-03  -0.69937547E-03   0.19412730E+01  -0.27800175E+01
  3976  -0.65047911E+01   0.48825072E-03  -0.69920884E-03   0.19412849E+01  -0.27800543E+01
  3977  -0.65050561E+01   0.48813092E-03  -0.69904231E-03   0.19412967E+01  -0.27800913E+01
  3978  -0.65053210E+01   0.48801118E-03  -0.69887585E-03   0.19413085E+01  -0.27801281E+01
  3979  -0.65055860E+01   0.48789148E-03  -0.69870947E-03   0.19413202E+01  -0.27801650E+01
  3980  -0.65058509E+01   0.48777184E-03  -0.69854318E-03   0.19413319E+01  -0.27802019E+01
  3981  -0.65061158E+01   0.48765224E-03  -0.69837697E-03   0.19413436E+01  -0.27802387E+01
  3982  -0.65063806E+01   0.48753269E-03  -0.69821084E-03   0.19413552E+01  -0.27802756E+01
  3983  -0.65066454E+01   0.48741319E-03  -0.69804479E-03   0.19413667E+01  -0.27803124E+01
  3984  -0.65069102E+01   0.48729375E-03  -0.69787883E-03   0.19413783E+01  -0.27803493E+01
  3985  -0.65071750E+01   0.48717435E-03  -0.69771294E-03   0.19413898E+01  -0.27803861E+01
  3986  -0.65074397E+01   0.48705500E-03  -0.69754714E-03   0.19414012E+01  -0.27804229E+01
  3987  -0.65077044E+01   0.48693570E-03  -0.69738142E-03   0.19414126E+01  -0.27804597E+01
  3988  -0.65079691E+01   0.48681645E-03  -0.69721578E-03   0.19414240E+01  -0.27804965E+01
  3989  -0.65082337E+01   0.48669725E-03  -0.69705022E-03   0.19414353E+01  -0.27805333E+01
  3990  -0.65084984E+01   0.48657810E-03  -0.69688474E-03   0.19414466E+01  -0.27805701E+01
  3991  -0.65087629E+01   0.48645899E-03  -0.69671934E-03   0.19414578E+01  -0.27806069E+01
  3992  -0.65090275E+01   0.48633994E-03  -0.69655403E-03   0.19414690E+01  -0.27806437E+01
  3993  -0.65092920E+01   0.48622094E-03  -0.69638879E-03   0.19414802E+01  -0.27806804E+01
  3994  -0.65095565E+01   0.48610198E-03  -0.69622364E-03   0.19414913E+01  -0.27807172E+01
  3995  -0.65098210E+01   0.48598308E-03  -0.69605857E-03   0.19415024E+01  -0.27807540E+01
  3996  -0.65100854E+01   0.48586422E-03  -0.69589358E-03   0.19415134E+01  -0.27807907E+01
  3997  -0.65103498E+01   0.48574541E-03  -0.69572867E-03   0.19415244E+01  -0.27808275E+01
  3998  -0.65106142E+01   0.48562665E-03  -0.69556384E-03   0.19415353E+01  -0.27808642E+01
  3999  -0.65108785E+01   0.48550794E-03  -0.69539909E-03   0.19415463E+01  -0.27809010E+01
  4000  -0.65111429E+01   0.48538928E-03  -0.69523442E-03   0.19415571E+01  -0.27809377E+01
  4001  -0.65114072E+01   0.48527067E-03  -0.69506983E-03   0.19415680E+01  -0.27809744E+01
  4002  -0.65116714E+01   0.48515211E-03  -0.69490533E-03   0.19415787E+01  -0.27810111E+01
  4003  -0.65119356E+01   0.48503360E-03  -0.69474090E-03   0.19415895E+01  -0.27810478E+01
  4004  -0.65121999E+01   0.48491513E-03  -0.69457656E-03   0.19416002E+01  -0.27810845E+01
  4005  -0.65124640E+01   0.48479672E-03  -0.69441229E-03   0.19416109E+01  -0.27811212E+01
  4006  -0.65127282E+01   0.48467835E-03  -0.69424811E-03   0.19416215E+01  -0.27811579E+01
  4007  -0.65129923E+01   0.48456004E-03  -0.69408400E-03   0.19416321E+01  -0.27811946E+01
  4008  -0.65132564E+01   0.48444177E-03  -0.69391998E-03   0.19416426E+01  -0.27812313E+01
  4009  -0.65135204E+01   0.48432355E-03  -0.69375604E-03   0.19416531E+01  -0.27812680E+01
  4010  -0.65137845E+01   0.48420538E-03  -0.69359217E-03   0.19416636E+01  -0.27813046E+01
  4011  -0.65140485E+01   0.48408725E-03  -0.69342839E-03   0.19416740E+01  -0.27813413E+01
  4012  -0.65143125E+01   0.48396918E-03  -0.69326469E-03   0.19416844E+01  -0.27813779E+01
  4013  -0.65145764E+01   0.48385115E-03  -0.69310107E-03   0.19416947E+01  -0.27814146E+01
  4014  -0.65148403E+01   0.48373318E-03  -0.69293752E-03   0.19417050E+01  -0.27814512E+01
  4015  -0.65151042E+01   0.48361525E-03  -0.69277406E-03   0.19417152E+01  -0.27814879E+01
  4016  -0.65153681E+01   0.48349737E-03  -0.69261068E-03   0.19417254E+01  -0.27815245E+01
  4017  -0.65156319E+01   0.48337954E-03  -0.69244737E-03   0.19417356E+01  -0.27815611E+01
  4018  -0.65158957E+01   0.48326176E-03  -0.69228415E-03   0.19417458E+01  -0.27815977E+01
  4019  -0.65161595E+01   0.48314403E-03  -0.69212101E-03   0.19417559E+01  -0.27816343E+01
  4020  -0.65164232E+01   0.48302634E-03  -0.69195794E-03   0.19417659E+01  -0.27816709E+01
  4021  -0.65166869E+01   0.48290870E-03  -0.69179496E-03   0.19417759E+01  -0.27817075E+01
  4022  -0.65169506E+01   0.48279112E-03  -0.69163206E-03   0.19417859E+01  -0.27817441E+01
  4023  -0.65172143E+01   0.48267358E-03  -0.69146923E-03   0.19417958E+01  -0.27817807E+01
  4024  -0.65174779E+01   0.48255609E-03  -0.69130649E-03   0.19418057E+01  -0.27818173E+01
  4025  -0.65177415E+01   0.48243864E-03  -0.69114382E-03   0.19418155E+01  -0.27818539E+01
  4026  -0.65180051E+01   0.48232125E-03  -0.69098123E-03   0.19418254E+01  -0.27818904E+01
  4027  -0.65182687E+01   0.48220390E-03  -0.69081873E-03   0.19418351E+01  -0.27819270E+01
  4028  -0.65185322E+01   0.48208660E-03  -0.69065630E-03   0.19418448E+01  -0.27819636E+01
  4029  -0.65187957E+01   0.48196935E-03  -0.69049395E-03   0.19418545E+01  -0.27820001E+01
  4030  -0.65190591E+01   0.48185215E-03  -0.69033168E-03   0.19418642E+01  -0.27820367E+01
  4031  -0.65193226E+01   0.48173500E-03  -0.69016949E-03   0.19418738E+01  -0.27820732E+01
  4032  -0.65195860E+01   0.48161789E-03  -0.69000738E-03   0.19418833E+01  -0.27821098E+01
  4033  -0.65198494E+01   0.48150084E-03  -0.68984535E-03   0.19418929E+01  -0.27821463E+01
  4034  -0.65201127E+01   0.48138383E-03  -0.68968339E-03   0.19419024E+01  -0.27821828E+01
  4035  -0.65203761E+01   0.48126687E-03  -0.68952152E-03   0.19419118E+01  -0.27822193E+01
  4036  -0.65206394E+01   0.48114996E-03  -0.68935972E-03   0.19419212E+01  -0.27822558E+01
  4037  -0.65209026E+01   0.48103309E-03  -0.68919801E-03   0.19419306E+01  -0.27822924E+01
  4038  -0.65211659E+01   0.48091627E-03  -0.68903637E-03   0.19419399E+01  -0.27823289E+01
  4039  -0.65214291E+01   0.48079951E-03  -0.68887481E-03   0.19419492E+01  -0.27823654E+01
  4040  -0.65216923E+01   0.48068278E-03  -0.68871333E-03   0.19419584E+01  -0.27824019E+01
  4041  -0.65219555E+01   0.48056611E-03  -0.68855193E-03   0.19419677E+01  -0.27824383E+01
  4042  -0.65222186E+01   0.48044949E-03  -0.68839060E-03   0.19419768E+01  -0.27824748E+01
  4043  -0.65224817E+01   0.48033291E-03  -0.68822936E-03   0.19419860E+01  -0.27825113E+01
  4044  -0.65227448E+01   0.48021638E-03  -0.68806819E-03   0.19419950E+01  -0.27825478E+01
  4045  -0.65230078E+01   0.48009990E-03  -0.68790710E-03   0.19420041E+01  -0.27825842E+01
  4046  -0.65232709E+01   0.47998347E-03  -0.68774609E-03   0.19420131E+01  -0.27826207E+01
  4047  -0.65235339E+01   0.47986708E-03  -0.68758516E-03   0.19420221E+01  -0.27826571E+01
  4048  -0.65237968E+01   0.47975074E-03  -0.68742431E-03   0.19420310E+01  -0.27826936E+01
  4049  -0.65240598E+01   0.47963445E-03  -0.68726353E-03   0.19420399E+01  -0.27827300E+01
  4050  -0.65243227E+01   0.47951821E-03  -0.68710284E-03   0.19420488E+01  -0.27827665E+01
  4051  -0.65245856E+01   0.47940202E-03  -0.68694222E-03   0.19420576E+01  -0.27828029E+01
  4052  -0.65248485E+01   0.47928587E-03  -0.68678168E-03   0.19420663E+01  -0.27828394E+01
  4053  -0.65251113E+01   0.47916977E-03  -0.68662121E-03   0.19420751E+01  -0.27828758E+01
  4054  -0.65253741E+01   0.47905372E-03  -0.68646083E-03   0.19420838E+01  -0.27829122E+01
  4055  -0.65256369E+01   0.47893771E-03  -0.68630052E-03   0.19420924E+01  -0.27829486E+01
  4056  -0.65258997E+01   0.47882176E-03  -0.68614029E-03   0.19421011E+01  -0.27829850E+01
  4057  -0.65261624E+01   0.47870585E-03  -0.68598014E-03   0.19421096E+01  -0.27830214E+01
  4058  -0.65264251E+01   0.47858998E-03  -0.68582007E-03   0.19421181E+01  -0.27830578E+01
  4059  -0.65266878E+01   0.47847417E-03  -0.68566007E-03   0.19421267E+01  -0.27830942E+01
  4060  -0.65269504E+01   0.47835840E-03  -0.68550015E-03   0.19421351E+01  -0.27831306E+01
  4061  -0.65272130E+01   0.47824268E-03  -0.68534031E-03   0.19421435E+01  -0.27831670E+01
  4062  -0.65274756E+01   0.47812701E-03  -0.68518055E-03   0.19421519E+01  -0.27832034E+01
  4063  -0.65277382E+01   0.47801139E-03  -0.68502086E-03   0.19421603E+01  -0.27832398E+01
  4064  -0.65280008E+01   0.47789581E-03  -0.68486125E-03   0.19421686E+01  -0.27832761E+01
  4065  -0.65282633E+01   0.47778028E-03  -0.68470172E-03   0.19421768E+01  -0.27833125E+01
  4066  -0.65285258E+01   0.47766480E-03  -0.68454227E-03   0.19421851E+01  -0.27833489E+01
  4067  -0.65287882E+01   0.47754936E-03  -0.68438289E-03   0.19421932E+01  -0.27833852E+01
  4068  -0.65290507E+01   0.47743397E-03  -0.68422359E-03   0.19422014E+01  -0.27834216E+01
  4069  -0.65293131E+01   0.47731863E-03  -0.68406437E-03   0.19422095E+01  -0.27834579E+01
  4070  -0.65295755E+01   0.47720334E-03  -0.68390523E-03   0.19422176E+01  -0.27834943E+01
  4071  -0.65298378E+01   0.47708809E-03  -0.68374616E-03   0.19422256E+01  -0.27835306E+01
  4072  -0.65301002E+01   0.47697289E-03  -0.68358717E-03   0.19422336E+01  -0.27835670E+01
  4073  -0.65303625E+01   0.47685774E-03  -0.68342826E-03   0.19422416E+01  -0.27836033E+01
  4074  -0.65306248E+01   0.47674263E-03  -0.68326942E-03   0.19422495E+01  -0.27836396E+01
  4075  -0.65308870E+01   0.47662757E-03  -0.68311066E-03   0.19422573E+01  -0.27836759E+01
  4076  -0.65311493E+01   0.47651256E-03  -0.68295198E-03   0.19422652E+01  -0.27837123E+01
  4077  -0.65314115E+01   0.47639760E-03  -0.68279337E-03   0.19422730E+01  -0.27837486E+01
  4078  -0.65316736E+01   0.47628268E-03  -0.68263484E-03   0.19422808E+01  -0.27837849E+01
  4079  -0.65319358E+01   0.47616781E-03  -0.68247639E-03   0.19422885E+01  -0.27838212E+01
  4080  -0.65321979E+01   0.47605298E-03  -0.68231801E-03   0.19422962E+01  -0.27838575E+01
  4081  -0.65324600E+01   0.47593821E-03  -0.68215971E-03   0.19423038E+01  -0.27838938E+01
  4082  -0.65327221E+01   0.47582348E-03  -0.68200149E-03   0.19423114E+01  -0.27839301E+01
  4083  -0.65329842E+01   0.47570879E-03  -0.68184334E-03   0.19423190E+01  -0.27839664E+01
  4084  -0.65332462E+01   0.47559416E-03  -0.68168527E-03   0.19423265E+01  -0.27840026E+01
  4085  -0.65335082E+01   0.47547957E-03  -0.68152728E-03   0.19423340E+01  -0.27840389E+01
  4086  -0.65337702E+01   0.47536502E-03  -0.68136936E-03   0.19423415E+01  -0.27840752E+01
  4087  -0.65340321E+01   0.47525053E-03  -0.68121152E-03   0.19423489E+01  -0.27841115E+01
  4088  -0.65342940E+01   0.47513608E-03  -0.68105375E-03   0.19423563E+01  -0.27841477E+01
  4089  -0.65345559E+01   0.47502168E-03  -0.68089606E-03   0.19423636E+01  -0.27841840E+01
  4090  -0.65348178E+01   0.47490732E-03  -0.68073845E-03   0.19423709E+01  -0.27842203E+01
  4091  -0.65350796E+01   0.47479301E-03  -0.68058091E-03   0.19423782E+01  -0.27842565E+01
  4092  -0.65353415E+01   0.47467875E-03  -0.68042345E-03   0.19423854E+01  -0.27842928E+01
  4093  -0.65356033E+01   0.47456453E-03  -0.68026607E-03   0.19423926E+01  -0.27843290E+01
  4094  -0.65358650E+01   0.47445036E-03  -0.68010876E-03   0.19423998E+01  -0.27843653E+01
  4095  -0.65361268E+01   0.47433624E-03  -0.67995153E-03   0.19424069E+01  -0.27844015E+01
  4096  -0.65363885E+01   0.47422216E-03  -0.67979437E-03   0.19424140E+01  -0.27844377E+01
  4097  -0.65366502E+01   0.47410813E-03  -0.67963729E-03   0.19424210E+01  -0.27844740E+01
  4098  -0.65369119E+01   0.47399415E-03  -0.67948028E-03   0.19424280E+01  -0.27845102E+01
  4099  -0.65371735E+01   0.47388021E-03  -0.67932335E-03   0.19424350E+01  -0.27845464E+01
  4100  -0.65374351E+01   0.47376632E-03  -0.67916650E-03   0.19424419E+01  -0.27845826E+01
  4101  -0.65376967E+01   0.47365247E-03  -0.67900972E-03   0.19424488E+01  -0.27846189E+01
  4102  -0.65379583E+01   0.47353867E-03  -0.67885301E-03   0.19424556E+01  -0.27846550E+01
  4103  -0.65382198E+01   0.47342492E-03  -0.67869639E-03   0.19424624E+01  -0.27846913E+01
  4104  -0.65384814E+01   0.47331122E-03  -0.67853983E-03   0.19424692E+01  -0.27847275E+01
  4105  -0.65387429E+01   0.47319756E-03  -0.67838336E-03   0.19424760E+01  -0.27847637E+01
  4106  -0.65390043E+01   0.47308394E-03  -0.67822696E-03   0.19424827E+01  -0.27847999E+01
  4107  -0.65392658E+01   0.47297038E-03  -0.67807063E-03   0.19424894E+01  -0.27848361E+01
  4108  -0.65395272E+01   0.47285685E-03  -0.67791438E-03   0.19424959E+01  -0.27848723E+01
  4109  -0.65397886E+01   0.47274338E-03  -0.67775820E-03   0.19425025E+01  -0.27849084E+01
  4110  -0.65400500E+01   0.47262995E-03  -0.67760210E-03   0.19425091E+01  -0.27849446E+01
  4111  -0.65403113E+01   0.47251657E-03  -0.67744608E-03   0.19425156E+01  -0.27849808E+01
  4112  -0.65405726E+01   0.47240323E-03  -0.67729012E-03   0.19425221E+01  -0.27850170E+01
  4113  -0.65408339E+01   0.47228994E-03  -0.67713425E-03   0.19425285E+01  -0.27850532E+01
  4114  -0.65410952E+01   0.47217670E-03  -0.67697845E-03   0.19425349E+01  -0.27850893E+01
  4115  -0.65413564E+01   0.47206350E-03  -0.67682272E-03   0.19425413E+01  -0.27851255E+01
  4116  -0.65416177E+01   0.47195035E-03  -0.67666707E-03   0.19425476E+01  -0.27851617E+01
  4117  -0.65418789E+01   0.47183724E-03  -0.67651149E-03   0.19425539E+01  -0.27851978E+01
  4118  -0.65421400E+01   0.47172418E-03  -0.67635599E-03   0.19425602E+01  -0.27852340E+01
  4119  -0.65424012E+01   0.47161117E-03  -0.67620057E-03   0.19425664E+01  -0.27852701E+01
  4120  -0.65426623E+01   0.47149820E-03  -0.67604521E-03   0.19425726E+01  -0.27853063E+01
  4121  -0.65429234E+01   0.47138527E-03  -0.67588994E-03   0.19425787E+01  -0.27853424E+01
  4122  -0.65431845E+01   0.47127240E-03  -0.67573473E-03   0.19425848E+01  -0.27853786E+01
  4123  -0.65434456E+01   0.47115957E-03  -0.67557961E-03   0.19425909E+01  -0.27854147E+01
  4124  -0.65437066E+01   0.47104678E-03  -0.67542455E-03   0.19425969E+01  -0.27854508E+01
  4125  -0.65439676E+01   0.47093404E-03  -0.67526957E-03   0.19426029E+01  -0.27854870E+01
  4126  -0.65442286E+01   0.47082135E-03  -0.67511467E-03   0.19426089E+01  -0.27855231E+01
  4127  -0.65444895E+01   0.47070870E-03  -0.67495984E-03   0.19426148E+01  -0.27855593E+01
  4128  -0.65447505E+01   0.47059610E-03  -0.67480508E-03   0.19426207E+01  -0.27855954E+01
  4129  -0.65450114E+01   0.47048354E-03  -0.67465040E-03   0.19426265E+01  -0.27856315E+01
  4130  -0.65452723E+01   0.47037103E-03  -0.67449579E-03   0.19426324E+01  -0.27856676E+01
  4131  -0.65455331E+01   0.47025856E-03  -0.67434125E-03   0.19426381E+01  -0.27857037E+01
  4132  -0.65457940E+01   0.47014614E-03  -0.67418679E-03   0.19426439E+01  -0.27857398E+01
  4133  -0.65460548E+01   0.47003377E-03  -0.67403241E-03   0.19426496E+01  -0.27857760E+01
  4134  -0.65463156E+01   0.46992144E-03  -0.67387810E-03   0.19426552E+01  -0.27858121E+01
  4135  -0.65465763E+01   0.46980916E-03  -0.67372386E-03   0.19426609E+01  -0.27858482E+01
  4136  -0.65468371E+01   0.46969692E-03  -0.67356969E-03   0.19426665E+01  -0.27858842E+01
  4137  -0.65470978E+01   0.46958473E-03  -0.67341560E-03   0.19426720E+01  -0.27859203E+01
  4138  -0.65473585E+01   0.46947258E-03  -0.67326159E-03   0.19426775E+01  -0.27859565E+01
  4139  -0.65476192E+01   0.46936048E-03  -0.67310764E-03   0.19426830E+01  -0.27859925E+01
  4140  -0.65478798E+01   0.46924842E-03  -0.67295377E-03   0.19426885E+01  -0.27860286E+01
  4141  -0.65481405E+01   0.46913641E-03  -0.67279998E-03   0.19426939E+01  -0.27860647E+01
  4142  -0.65484011E+01   0.46902444E-03  -0.67264626E-03   0.19426992E+01  -0.27861008E+01
  4143  -0.65486616E+01   0.46891252E-03  -0.67249261E-03   0.19427046E+01  -0.27861369E+01
  4144  -0.65489222E+01   0.46880065E-03  -0.67233903E-03   0.19427099E+01  -0.27861729E+01
  4145  -0.65491827E+01   0.46868882E-03  -0.67218553E-03   0.19427152E+01  -0.27862090E+01
  4146  -0.65494432E+01   0.46857703E-03  -0.67203210E-03   0.19427204E+01  -0.27862451E+01
  4147  -0.65497037E+01   0.46846530E-03  -0.67187875E-03   0.19427256E+01  -0.27862812E+01
  4148  -0.65499642E+01   0.46835360E-03  -0.67172547E-03   0.19427307E+01  -0.27863172E+01
  4149  -0.65502246E+01   0.46824195E-03  -0.67157226E-03   0.19427359E+01  -0.27863533E+01
  4150  -0.65504850E+01   0.46813035E-03  -0.67141912E-03   0.19427410E+01  -0.27863893E+01
  4151  -0.65507454E+01   0.46801879E-03  -0.67126606E-03   0.19427460E+01  -0.27864254E+01
  4152  -0.65510058E+01   0.46790728E-03  -0.67111307E-03   0.19427510E+01  -0.27864615E+01
  4153  -0.65512661E+01   0.46779581E-03  -0.67096016E-03   0.19427560E+01  -0.27864975E+01
  4154  -0.65515265E+01   0.46768438E-03  -0.67080731E-03   0.19427609E+01  -0.27865336E+01
  4155  -0.65517868E+01   0.46757301E-03  -0.67065454E-03   0.19427659E+01  -0.27865696E+01
  4156  -0.65520470E+01   0.46746167E-03  -0.67050185E-03   0.19427707E+01  -0.27866057E+01
  4157  -0.65523073E+01   0.46735038E-03  -0.67034922E-03   0.19427755E+01  -0.27866417E+01
  4158  -0.65525675E+01   0.46723914E-03  -0.67019667E-03   0.19427803E+01  -0.27866778E+01
  4159  -0.65528277E+01   0.46712794E-03  -0.67004419E-03   0.19427851E+01  -0.27867138E+01
  4160  -0.65530879E+01   0.46701679E-03  -0.66989179E-03   0.19427898E+01  -0.27867498E+01
  4161  -0.65533481E+01   0.46690568E-03  -0.66973946E-03   0.19427945E+01  -0.27867859E+01
  4162  -0.65536082E+01   0.46679461E-03  -0.66958720E-03   0.19427992E+01  -0.27868219E+01
  4163  -0.65538683E+01   0.46668359E-03  -0.66943501E-03   0.19428038E+01  -0.27868579E+01
  4164  -0.65541284E+01   0.46657262E-03  -0.66928289E-03   0.19428084E+01  -0.27868940E+01
  4165  -0.65543885E+01   0.46646169E-03  -0.66913085E-03   0.19428129E+01  -0.27869300E+01
  4166  -0.65546486E+01   0.46635080E-03  -0.66897888E-03   0.19428174E+01  -0.27869660E+01
  4167  -0.65549086E+01   0.46623996E-03  -0.66882698E-03   0.19428219E+01  -0.27870020E+01
  4168  -0.65551686E+01   0.46612917E-03  -0.66867516E-03   0.19428264E+01  -0.27870381E+01
  4169  -0.65554286E+01   0.46601842E-03  -0.66852340E-03   0.19428308E+01  -0.27870741E+01
  4170  -0.65556885E+01   0.46590771E-03  -0.66837172E-03   0.19428352E+01  -0.27871101E+01
  4171  -0.65559485E+01   0.46579705E-03  -0.66822012E-03   0.19428395E+01  -0.27871461E+01
  4172  -0.65562084E+01   0.46568643E-03  -0.66806858E-03   0.19428438E+01  -0.27871821E+01
  4173  -0.65564683E+01   0.46557586E-03  -0.66791711E-03   0.19428481E+01  -0.27872181E+01
  4174  -0.65567281E+01   0.46546533E-03  -0.66776572E-03   0.19428523E+01  -0.27872541E+01
  4175  -0.65569880E+01   0.46535485E-03  -0.66761440E-03   0.19428565E+01  -0.27872901E+01
  4176  -0.65572478E+01   0.46524441E-03  -0.66746315E-03   0.19428607E+01  -0.27873261E+01
  4177  -0.65575076E+01   0.46513401E-03  -0.66731198E-03   0.19428648E+01  -0.27873621E+01
  4178  -0.65577674E+01   0.46502366E-03  -0.66716087E-03   0.19428689E+01  -0.27873981E+01
