     n         h                l                k               nl               nk
  2466  -0.60277163E+01   0.74833918E-03  -0.10902134E-02   0.18454044E+01  -0.26884662E+01
  2467  -0.60281265E+01   0.74809271E-03  -0.10898169E-02   0.18455447E+01  -0.26885783E+01
  2468  -0.60285365E+01   0.74784638E-03  -0.10894207E-02   0.18456849E+01  -0.26886903E+01
  2469  -0.60289463E+01   0.74760019E-03  -0.10890248E-02   0.18458249E+01  -0.26888022E+01
  2470  -0.60293558E+01   0.74735415E-03  -0.10886291E-02   0.18459648E+01  -0.26889139E+01
  2471  -0.60297652E+01   0.74710825E-03  -0.10882338E-02   0.18461045E+01  -0.26890257E+01
  2472  -0.60301744E+01   0.74686249E-03  -0.10878387E-02   0.18462441E+01  -0.26891373E+01
  2473  -0.60305833E+01   0.74661687E-03  -0.10874438E-02   0.18463835E+01  -0.26892485E+01
  2474  -0.60309920E+01   0.74637139E-03  -0.10870493E-02   0.18465228E+01  -0.26893600E+01
  2475  -0.60314006E+01   0.74612606E-03  -0.10866550E-02   0.18466620E+01  -0.26894711E+01
  2476  -0.60318089E+01   0.74588086E-03  -0.10862609E-02   0.18468010E+01  -0.26895820E+01
  2477  -0.60322170E+01   0.74563581E-03  -0.10858672E-02   0.18469399E+01  -0.26896931E+01
  2478  -0.60326249E+01   0.74539090E-03  -0.10854737E-02   0.18470787E+01  -0.26898038E+01
  2479  -0.60330326E+01   0.74514613E-03  -0.10850805E-02   0.18472173E+01  -0.26899146E+01
  2480  -0.60334401E+01   0.74490150E-03  -0.10846876E-02   0.18473557E+01  -0.26900252E+01
  2481  -0.60338474E+01   0.74465701E-03  -0.10842949E-02   0.18474940E+01  -0.26901356E+01
  2482  -0.60342545E+01   0.74441266E-03  -0.10839025E-02   0.18476322E+01  -0.26902460E+01
  2483  -0.60346614E+01   0.74416845E-03  -0.10835103E-02   0.18477703E+01  -0.26903561E+01
  2484  -0.60350680E+01   0.74392438E-03  -0.10831185E-02   0.18479082E+01  -0.26904664E+01
  2485  -0.60354745E+01   0.74368046E-03  -0.10827269E-02   0.18480459E+01  -0.26905763E+01
  2486  -0.60358808E+01   0.74343667E-03  -0.10823355E-02   0.18481836E+01  -0.26906861E+01
  2487  -0.60362868E+01   0.74319302E-03  -0.10819445E-02   0.18483210E+01  -0.26907960E+01
  2488  -0.60366927E+01   0.74294951E-03  -0.10815537E-02   0.18484584E+01  -0.26909056E+01
  2489  -0.60370983E+01   0.74270614E-03  -0.10811631E-02   0.18485956E+01  -0.26910150E+01
  2490  -0.60375038E+01   0.74246292E-03  -0.10807729E-02   0.18487327E+01  -0.26911245E+01
  2491  -0.60379090E+01   0.74221983E-03  -0.10803829E-02   0.18488696E+01  -0.26912338E+01
  2492  -0.60383141E+01   0.74197688E-03  -0.10799931E-02   0.18490064E+01  -0.26913428E+01
  2493  -0.60387189E+01   0.74173407E-03  -0.10796037E-02   0.18491430E+01  -0.26914520E+01
  2494  -0.60391236E+01   0.74149139E-03  -0.10792144E-02   0.18492795E+01  -0.26915607E+01
  2495  -0.60395280E+01   0.74124886E-03  -0.10788255E-02   0.18494159E+01  -0.26916696E+01
  2496  -0.60399322E+01   0.74100647E-03  -0.10784368E-02   0.18495521E+01  -0.26917783E+01
  2497  -0.60403362E+01   0.74076421E-03  -0.10780484E-02   0.18496882E+01  -0.26918869E+01
  2498  -0.60407401E+01   0.74052209E-03  -0.10776603E-02   0.18498242E+01  -0.26919954E+01
  2499  -0.60411437E+01   0.74028011E-03  -0.10772724E-02   0.18499600E+01  -0.26921037E+01
  2500  -0.60415471E+01   0.74003827E-03  -0.10768848E-02   0.18500957E+01  -0.26922120E+01
  2501  -0.60419503E+01   0.73979657E-03  -0.10764974E-02   0.18502312E+01  -0.26923200E+01
  2502  -0.60423534E+01   0.73955500E-03  -0.10761104E-02   0.18503666E+01  -0.26924282E+01
  2503  -0.60427562E+01   0.73931358E-03  -0.10757235E-02   0.18505019E+01  -0.26925359E+01
  2504  -0.60431588E+01   0.73907229E-03  -0.10753370E-02   0.18506370E+01  -0.26926438E+01
  2505  -0.60435612E+01   0.73883113E-03  -0.10749507E-02   0.18507720E+01  -0.26927515E+01
  2506  -0.60439635E+01   0.73859012E-03  -0.10745646E-02   0.18509068E+01  -0.26928589E+01
  2507  -0.60443655E+01   0.73834924E-03  -0.10741789E-02   0.18510415E+01  -0.26929665E+01
  2508  -0.60447673E+01   0.73810850E-03  -0.10737933E-02   0.18511761E+01  -0.26930736E+01
  2509  -0.60451689E+01   0.73786790E-03  -0.10734081E-02   0.18513106E+01  -0.26931809E+01
  2510  -0.60455703E+01   0.73762743E-03  -0.10730231E-02   0.18514448E+01  -0.26932880E+01
  2511  -0.60459716E+01   0.73738710E-03  -0.10726384E-02   0.18515790E+01  -0.26933950E+01
  2512  -0.60463726E+01   0.73714691E-03  -0.10722539E-02   0.18517130E+01  -0.26935018E+01
  2513  -0.60467734E+01   0.73690685E-03  -0.10718697E-02   0.18518469E+01  -0.26936086E+01
  2514  -0.60471740E+01   0.73666693E-03  -0.10714857E-02   0.18519807E+01  -0.26937150E+01
  2515  -0.60475745E+01   0.73642715E-03  -0.10711021E-02   0.18521143E+01  -0.26938218E+01
  2516  -0.60479747E+01   0.73618750E-03  -0.10707186E-02   0.18522477E+01  -0.26939280E+01
  2517  -0.60483747E+01   0.73594799E-03  -0.10703355E-02   0.18523811E+01  -0.26940345E+01
  2518  -0.60487746E+01   0.73570861E-03  -0.10699526E-02   0.18525143E+01  -0.26941406E+01
  2519  -0.60491742E+01   0.73546937E-03  -0.10695699E-02   0.18526473E+01  -0.26942466E+01
  2520  -0.60495737E+01   0.73523027E-03  -0.10691875E-02   0.18527803E+01  -0.26943525E+01
  2521  -0.60499729E+01   0.73499130E-03  -0.10688054E-02   0.18529131E+01  -0.26944584E+01
  2522  -0.60503720E+01   0.73475246E-03  -0.10684235E-02   0.18530457E+01  -0.26945641E+01
  2523  -0.60507708E+01   0.73451376E-03  -0.10680419E-02   0.18531782E+01  -0.26946697E+01
  2524  -0.60511695E+01   0.73427520E-03  -0.10676605E-02   0.18533106E+01  -0.26947751E+01
  2525  -0.60515679E+01   0.73403677E-03  -0.10672794E-02   0.18534428E+01  -0.26948805E+01
  2526  -0.60519662E+01   0.73379848E-03  -0.10668986E-02   0.18535750E+01  -0.26949859E+01
  2527  -0.60523643E+01   0.73356032E-03  -0.10665180E-02   0.18537069E+01  -0.26950910E+01
  2528  -0.60527622E+01   0.73332229E-03  -0.10661377E-02   0.18538387E+01  -0.26951961E+01
  2529  -0.60531598E+01   0.73308440E-03  -0.10657576E-02   0.18539704E+01  -0.26953010E+01
  2530  -0.60535573E+01   0.73284665E-03  -0.10653778E-02   0.18541020E+01  -0.26954058E+01
  2531  -0.60539546E+01   0.73260903E-03  -0.10649982E-02   0.18542335E+01  -0.26955104E+01
  2532  -0.60543517E+01   0.73237154E-03  -0.10646189E-02   0.18543647E+01  -0.26956151E+01
  2533  -0.60547486E+01   0.73213419E-03  -0.10642399E-02   0.18544959E+01  -0.26957197E+01
  2534  -0.60551453E+01   0.73189697E-03  -0.10638611E-02   0.18546269E+01  -0.26958240E+01
  2535  -0.60555419E+01   0.73165988E-03  -0.10634825E-02   0.18547578E+01  -0.26959281E+01
  2536  -0.60559382E+01   0.73142293E-03  -0.10631043E-02   0.18548886E+01  -0.26960325E+01
  2537  -0.60563343E+01   0.73118611E-03  -0.10627262E-02   0.18550192E+01  -0.26961364E+01
  2538  -0.60567302E+01   0.73094942E-03  -0.10623484E-02   0.18551496E+01  -0.26962402E+01
  2539  -0.60571260E+01   0.73071287E-03  -0.10619709E-02   0.18552800E+01  -0.26963441E+01
  2540  -0.60575215E+01   0.73047645E-03  -0.10615937E-02   0.18554102E+01  -0.26964480E+01
  2541  -0.60579169E+01   0.73024017E-03  -0.10612166E-02   0.18555403E+01  -0.26965514E+01
  2542  -0.60583121E+01   0.73000401E-03  -0.10608399E-02   0.18556702E+01  -0.26966550E+01
  2543  -0.60587071E+01   0.72976799E-03  -0.10604634E-02   0.18558000E+01  -0.26967584E+01
  2544  -0.60591018E+01   0.72953210E-03  -0.10600871E-02   0.18559297E+01  -0.26968616E+01
  2545  -0.60594964E+01   0.72929635E-03  -0.10597111E-02   0.18560592E+01  -0.26969647E+01
  2546  -0.60598908E+01   0.72906073E-03  -0.10593354E-02   0.18561886E+01  -0.26970679E+01
  2547  -0.60602850E+01   0.72882523E-03  -0.10589599E-02   0.18563179E+01  -0.26971709E+01
  2548  -0.60606791E+01   0.72858988E-03  -0.10585846E-02   0.18564470E+01  -0.26972736E+01
  2549  -0.60610729E+01   0.72835465E-03  -0.10582096E-02   0.18565760E+01  -0.26973763E+01
  2550  -0.60614665E+01   0.72811955E-03  -0.10578349E-02   0.18567049E+01  -0.26974790E+01
  2551  -0.60618600E+01   0.72788459E-03  -0.10574604E-02   0.18568336E+01  -0.26975815E+01
  2552  -0.60622533E+01   0.72764976E-03  -0.10570861E-02   0.18569622E+01  -0.26976837E+01
  2553  -0.60626463E+01   0.72741506E-03  -0.10567122E-02   0.18570906E+01  -0.26977862E+01
  2554  -0.60630392E+01   0.72718049E-03  -0.10563384E-02   0.18572190E+01  -0.26978883E+01
  2555  -0.60634319E+01   0.72694605E-03  -0.10559649E-02   0.18573472E+01  -0.26979903E+01
  2556  -0.60638244E+01   0.72671175E-03  -0.10555917E-02   0.18574752E+01  -0.26980924E+01
  2557  -0.60642167E+01   0.72647757E-03  -0.10552187E-02   0.18576031E+01  -0.26981942E+01
  2558  -0.60646088E+01   0.72624353E-03  -0.10548460E-02   0.18577309E+01  -0.26982961E+01
  2559  -0.60650008E+01   0.72600961E-03  -0.10544735E-02   0.18578586E+01  -0.26983977E+01
  2560  -0.60653925E+01   0.72577583E-03  -0.10541012E-02   0.18579861E+01  -0.26984991E+01
  2561  -0.60657841E+01   0.72554218E-03  -0.10537292E-02   0.18581135E+01  -0.26986005E+01
  2562  -0.60661755E+01   0.72530866E-03  -0.10533575E-02   0.18582408E+01  -0.26987019E+01
  2563  -0.60665667E+01   0.72507527E-03  -0.10529860E-02   0.18583679E+01  -0.26988031E+01
  2564  -0.60669577E+01   0.72484200E-03  -0.10526147E-02   0.18584949E+01  -0.26989041E+01
  2565  -0.60673485E+01   0.72460887E-03  -0.10522437E-02   0.18586218E+01  -0.26990051E+01
  2566  -0.60677391E+01   0.72437587E-03  -0.10518730E-02   0.18587485E+01  -0.26991061E+01
  2567  -0.60681295E+01   0.72414300E-03  -0.10515025E-02   0.18588751E+01  -0.26992069E+01
  2568  -0.60685198E+01   0.72391026E-03  -0.10511322E-02   0.18590015E+01  -0.26993075E+01
  2569  -0.60689099E+01   0.72367765E-03  -0.10507622E-02   0.18591279E+01  -0.26994081E+01
  2570  -0.60692997E+01   0.72344516E-03  -0.10503924E-02   0.18592541E+01  -0.26995085E+01
  2571  -0.60696894E+01   0.72321281E-03  -0.10500229E-02   0.18593801E+01  -0.26996089E+01
  2572  -0.60700789E+01   0.72298059E-03  -0.10496536E-02   0.18595061E+01  -0.26997091E+01
  2573  -0.60704683E+01   0.72274849E-03  -0.10492846E-02   0.18596319E+01  -0.26998093E+01
  2574  -0.60708574E+01   0.72251652E-03  -0.10489158E-02   0.18597575E+01  -0.26999093E+01
  2575  -0.60712464E+01   0.72228469E-03  -0.10485473E-02   0.18598831E+01  -0.27000093E+01
  2576  -0.60716351E+01   0.72205298E-03  -0.10481790E-02   0.18600085E+01  -0.27001091E+01
  2577  -0.60720237E+01   0.72182140E-03  -0.10478109E-02   0.18601337E+01  -0.27002087E+01
  2578  -0.60724121E+01   0.72158995E-03  -0.10474431E-02   0.18602589E+01  -0.27003083E+01
  2579  -0.60728003E+01   0.72135863E-03  -0.10470755E-02   0.18603839E+01  -0.27004077E+01
  2580  -0.60731884E+01   0.72112743E-03  -0.10467082E-02   0.18605088E+01  -0.27005072E+01
  2581  -0.60735762E+01   0.72089637E-03  -0.10463412E-02   0.18606335E+01  -0.27006066E+01
  2582  -0.60739639E+01   0.72066543E-03  -0.10459743E-02   0.18607581E+01  -0.27007056E+01
  2583  -0.60743514E+01   0.72043462E-03  -0.10456077E-02   0.18608826E+01  -0.27008047E+01
  2584  -0.60747387E+01   0.72020394E-03  -0.10452414E-02   0.18610070E+01  -0.27009038E+01
  2585  -0.60751258E+01   0.71997338E-03  -0.10448753E-02   0.18611312E+01  -0.27010027E+01
  2586  -0.60755127E+01   0.71974295E-03  -0.10445094E-02   0.18612553E+01  -0.27011013E+01
  2587  -0.60758995E+01   0.71951266E-03  -0.10441438E-02   0.18613793E+01  -0.27012000E+01
  2588  -0.60762860E+01   0.71928248E-03  -0.10437785E-02   0.18615031E+01  -0.27012988E+01
  2589  -0.60766724E+01   0.71905244E-03  -0.10434133E-02   0.18616268E+01  -0.27013970E+01
  2590  -0.60770586E+01   0.71882252E-03  -0.10430484E-02   0.18617503E+01  -0.27014954E+01
  2591  -0.60774447E+01   0.71859273E-03  -0.10426838E-02   0.18618738E+01  -0.27015937E+01
  2592  -0.60778305E+01   0.71836307E-03  -0.10423194E-02   0.18619971E+01  -0.27016919E+01
  2593  -0.60782162E+01   0.71813353E-03  -0.10419552E-02   0.18621202E+01  -0.27017898E+01
  2594  -0.60786017E+01   0.71790412E-03  -0.10415913E-02   0.18622433E+01  -0.27018878E+01
  2595  -0.60789870E+01   0.71767484E-03  -0.10412276E-02   0.18623662E+01  -0.27019856E+01
  2596  -0.60793721E+01   0.71744568E-03  -0.10408642E-02   0.18624890E+01  -0.27020835E+01
  2597  -0.60797570E+01   0.71721665E-03  -0.10405010E-02   0.18626116E+01  -0.27021811E+01
  2598  -0.60801418E+01   0.71698775E-03  -0.10401380E-02   0.18627342E+01  -0.27022785E+01
  2599  -0.60805264E+01   0.71675897E-03  -0.10397753E-02   0.18628566E+01  -0.27023760E+01
  2600  -0.60809108E+01   0.71653032E-03  -0.10394128E-02   0.18629788E+01  -0.27024733E+01
  2601  -0.60812950E+01   0.71630179E-03  -0.10390506E-02   0.18631010E+01  -0.27025706E+01
  2602  -0.60816790E+01   0.71607339E-03  -0.10386886E-02   0.18632230E+01  -0.27026677E+01
  2603  -0.60820629E+01   0.71584511E-03  -0.10383268E-02   0.18633448E+01  -0.27027647E+01
  2604  -0.60824466E+01   0.71561697E-03  -0.10379653E-02   0.18634666E+01  -0.27028616E+01
  2605  -0.60828301E+01   0.71538894E-03  -0.10376040E-02   0.18635882E+01  -0.27029584E+01
  2606  -0.60832134E+01   0.71516104E-03  -0.10372429E-02   0.18637097E+01  -0.27030550E+01
  2607  -0.60835966E+01   0.71493327E-03  -0.10368821E-02   0.18638310E+01  -0.27031516E+01
  2608  -0.60839795E+01   0.71470562E-03  -0.10365215E-02   0.18639523E+01  -0.27032481E+01
  2609  -0.60843623E+01   0.71447810E-03  -0.10361612E-02   0.18640734E+01  -0.27033446E+01
  2610  -0.60847449E+01   0.71425070E-03  -0.10358011E-02   0.18641943E+01  -0.27034409E+01
  2611  -0.60851274E+01   0.71402343E-03  -0.10354412E-02   0.18643152E+01  -0.27035370E+01
  2612  -0.60855096E+01   0.71379628E-03  -0.10350816E-02   0.18644359E+01  -0.27036331E+01
  2613  -0.60858917E+01   0.71356926E-03  -0.10347222E-02   0.18645565E+01  -0.27037291E+01
  2614  -0.60862736E+01   0.71334236E-03  -0.10343631E-02   0.18646769E+01  -0.27038251E+01
  2615  -0.60866554E+01   0.71311558E-03  -0.10340042E-02   0.18647972E+01  -0.27039210E+01
  2616  -0.60870369E+01   0.71288893E-03  -0.10336455E-02   0.18649174E+01  -0.27040166E+01
  2617  -0.60874183E+01   0.71266241E-03  -0.10332870E-02   0.18650375E+01  -0.27041121E+01
  2618  -0.60877995E+01   0.71243600E-03  -0.10329288E-02   0.18651574E+01  -0.27042076E+01
  2619  -0.60881805E+01   0.71220972E-03  -0.10325709E-02   0.18652773E+01  -0.27043032E+01
  2620  -0.60885614E+01   0.71198357E-03  -0.10322131E-02   0.18653970E+01  -0.27043983E+01
  2621  -0.60889420E+01   0.71175754E-03  -0.10318556E-02   0.18655165E+01  -0.27044935E+01
  2622  -0.60893225E+01   0.71153163E-03  -0.10314983E-02   0.18656359E+01  -0.27045885E+01
  2623  -0.60897029E+01   0.71130585E-03  -0.10311413E-02   0.18657552E+01  -0.27046836E+01
  2624  -0.60900830E+01   0.71108019E-03  -0.10307845E-02   0.18658744E+01  -0.27047785E+01
  2625  -0.60904630E+01   0.71085465E-03  -0.10304279E-02   0.18659935E+01  -0.27048732E+01
  2626  -0.60908428E+01   0.71062924E-03  -0.10300716E-02   0.18661124E+01  -0.27049680E+01
  2627  -0.60912224E+01   0.71040394E-03  -0.10297155E-02   0.18662312E+01  -0.27050626E+01
  2628  -0.60916019E+01   0.71017878E-03  -0.10293596E-02   0.18663498E+01  -0.27051570E+01
  2629  -0.60919812E+01   0.70995373E-03  -0.10290040E-02   0.18664684E+01  -0.27052515E+01
  2630  -0.60923603E+01   0.70972881E-03  -0.10286486E-02   0.18665868E+01  -0.27053458E+01
  2631  -0.60927392E+01   0.70950401E-03  -0.10282934E-02   0.18667051E+01  -0.27054399E+01
  2632  -0.60931179E+01   0.70927933E-03  -0.10279385E-02   0.18668232E+01  -0.27055341E+01
  2633  -0.60934965E+01   0.70905478E-03  -0.10275838E-02   0.18669412E+01  -0.27056281E+01
  2634  -0.60938749E+01   0.70883034E-03  -0.10272293E-02   0.18670591E+01  -0.27057220E+01
  2635  -0.60942532E+01   0.70860603E-03  -0.10268751E-02   0.18671769E+01  -0.27058159E+01
  2636  -0.60946313E+01   0.70838184E-03  -0.10265211E-02   0.18672945E+01  -0.27059096E+01
  2637  -0.60950092E+01   0.70815778E-03  -0.10261673E-02   0.18674121E+01  -0.27060032E+01
  2638  -0.60953869E+01   0.70793383E-03  -0.10258137E-02   0.18675294E+01  -0.27060965E+01
  2639  -0.60957644E+01   0.70771001E-03  -0.10254604E-02   0.18676467E+01  -0.27061900E+01
  2640  -0.60961418E+01   0.70748631E-03  -0.10251073E-02   0.18677639E+01  -0.27062833E+01
  2641  -0.60965190E+01   0.70726273E-03  -0.10247545E-02   0.18678809E+01  -0.27063766E+01
  2642  -0.60968961E+01   0.70703927E-03  -0.10244018E-02   0.18679978E+01  -0.27064696E+01
  2643  -0.60972729E+01   0.70681593E-03  -0.10240495E-02   0.18681145E+01  -0.27065628E+01
  2644  -0.60976496E+01   0.70659272E-03  -0.10236973E-02   0.18682312E+01  -0.27066557E+01
  2645  -0.60980262E+01   0.70636962E-03  -0.10233454E-02   0.18683476E+01  -0.27067486E+01
  2646  -0.60984025E+01   0.70614665E-03  -0.10229936E-02   0.18684640E+01  -0.27068411E+01
  2647  -0.60987787E+01   0.70592380E-03  -0.10226422E-02   0.18685803E+01  -0.27069339E+01
  2648  -0.60991547E+01   0.70570107E-03  -0.10222909E-02   0.18686964E+01  -0.27070263E+01
  2649  -0.60995306E+01   0.70547845E-03  -0.10219399E-02   0.18688124E+01  -0.27071188E+01
  2650  -0.60999062E+01   0.70525596E-03  -0.10215891E-02   0.18689283E+01  -0.27072111E+01
  2651  -0.61002817E+01   0.70503359E-03  -0.10212385E-02   0.18690440E+01  -0.27073033E+01
  2652  -0.61006571E+01   0.70481134E-03  -0.10208882E-02   0.18691597E+01  -0.27073955E+01
  2653  -0.61010322E+01   0.70458922E-03  -0.10205381E-02   0.18692752E+01  -0.27074876E+01
  2654  -0.61014072E+01   0.70436721E-03  -0.10201882E-02   0.18693906E+01  -0.27075795E+01
  2655  -0.61017821E+01   0.70414532E-03  -0.10198386E-02   0.18695058E+01  -0.27076715E+01
  2656  -0.61021567E+01   0.70392355E-03  -0.10194891E-02   0.18696209E+01  -0.27077630E+01
  2657  -0.61025312E+01   0.70370190E-03  -0.10191399E-02   0.18697359E+01  -0.27078547E+01
  2658  -0.61029056E+01   0.70348037E-03  -0.10187910E-02   0.18698508E+01  -0.27079465E+01
  2659  -0.61032797E+01   0.70325896E-03  -0.10184422E-02   0.18699656E+01  -0.27080378E+01
  2660  -0.61036537E+01   0.70303767E-03  -0.10180937E-02   0.18700802E+01  -0.27081292E+01
  2661  -0.61040275E+01   0.70281650E-03  -0.10177454E-02   0.18701947E+01  -0.27082205E+01
  2662  -0.61044012E+01   0.70259545E-03  -0.10173974E-02   0.18703091E+01  -0.27083119E+01
  2663  -0.61047747E+01   0.70237452E-03  -0.10170495E-02   0.18704233E+01  -0.27084028E+01
  2664  -0.61051480E+01   0.70215370E-03  -0.10167019E-02   0.18705375E+01  -0.27084939E+01
  2665  -0.61055212E+01   0.70193301E-03  -0.10163545E-02   0.18706515E+01  -0.27085847E+01
  2666  -0.61058941E+01   0.70171243E-03  -0.10160073E-02   0.18707653E+01  -0.27086755E+01
  2667  -0.61062670E+01   0.70149198E-03  -0.10156604E-02   0.18708791E+01  -0.27087663E+01
  2668  -0.61066396E+01   0.70127164E-03  -0.10153137E-02   0.18709927E+01  -0.27088570E+01
  2669  -0.61070121E+01   0.70105142E-03  -0.10149672E-02   0.18711062E+01  -0.27089475E+01
  2670  -0.61073844E+01   0.70083132E-03  -0.10146209E-02   0.18712196E+01  -0.27090378E+01
  2671  -0.61077566E+01   0.70061134E-03  -0.10142749E-02   0.18713329E+01  -0.27091283E+01
  2672  -0.61081286E+01   0.70039148E-03  -0.10139291E-02   0.18714460E+01  -0.27092186E+01
  2673  -0.61085004E+01   0.70017173E-03  -0.10135835E-02   0.18715590E+01  -0.27093087E+01
  2674  -0.61088721E+01   0.69995211E-03  -0.10132381E-02   0.18716719E+01  -0.27093987E+01
  2675  -0.61092436E+01   0.69973260E-03  -0.10128930E-02   0.18717847E+01  -0.27094888E+01
  2676  -0.61096149E+01   0.69951321E-03  -0.10125480E-02   0.18718973E+01  -0.27095784E+01
  2677  -0.61099861E+01   0.69929393E-03  -0.10122033E-02   0.18720099E+01  -0.27096682E+01
  2678  -0.61103571E+01   0.69907478E-03  -0.10118589E-02   0.18721223E+01  -0.27097581E+01
  2679  -0.61107279E+01   0.69885574E-03  -0.10115146E-02   0.18722345E+01  -0.27098476E+01
  2680  -0.61110986E+01   0.69863682E-03  -0.10111706E-02   0.18723467E+01  -0.27099372E+01
  2681  -0.61114691E+01   0.69841802E-03  -0.10108267E-02   0.18724587E+01  -0.27100264E+01
  2682  -0.61118395E+01   0.69819933E-03  -0.10104832E-02   0.18725706E+01  -0.27101159E+01
  2683  -0.61122097E+01   0.69798076E-03  -0.10101398E-02   0.18726824E+01  -0.27102051E+01
  2684  -0.61125797E+01   0.69776231E-03  -0.10097966E-02   0.18727940E+01  -0.27102941E+01
  2685  -0.61129496E+01   0.69754398E-03  -0.10094537E-02   0.18729056E+01  -0.27103832E+01
  2686  -0.61133193E+01   0.69732576E-03  -0.10091110E-02   0.18730170E+01  -0.27104721E+01
  2687  -0.61136888E+01   0.69710766E-03  -0.10087685E-02   0.18731283E+01  -0.27105610E+01
  2688  -0.61140582E+01   0.69688968E-03  -0.10084263E-02   0.18732395E+01  -0.27106499E+01
  2689  -0.61144274E+01   0.69667181E-03  -0.10080842E-02   0.18733505E+01  -0.27107384E+01
  2690  -0.61147964E+01   0.69645406E-03  -0.10077424E-02   0.18734614E+01  -0.27108271E+01
  2691  -0.61151653E+01   0.69623642E-03  -0.10074008E-02   0.18735722E+01  -0.27109156E+01
  2692  -0.61155340E+01   0.69601891E-03  -0.10070594E-02   0.18736829E+01  -0.27110039E+01
  2693  -0.61159026E+01   0.69580151E-03  -0.10067182E-02   0.18737935E+01  -0.27110921E+01
  2694  -0.61162710E+01   0.69558422E-03  -0.10063773E-02   0.18739039E+01  -0.27111804E+01
  2695  -0.61166393E+01   0.69536705E-03  -0.10060366E-02   0.18740142E+01  -0.27112686E+01
  2696  -0.61170073E+01   0.69515000E-03  -0.10056961E-02   0.18741244E+01  -0.27113567E+01
  2697  -0.61173753E+01   0.69493306E-03  -0.10053558E-02   0.18742345E+01  -0.27114446E+01
  2698  -0.61177430E+01   0.69471624E-03  -0.10050157E-02   0.18743444E+01  -0.27115324E+01
  2699  -0.61181106E+01   0.69449953E-03  -0.10046758E-02   0.18744542E+01  -0.27116200E+01
  2700  -0.61184781E+01   0.69428294E-03  -0.10043362E-02   0.18745639E+01  -0.27117077E+01
  2701  -0.61188454E+01   0.69406647E-03  -0.10039968E-02   0.18746735E+01  -0.27117954E+01
  2702  -0.61192125E+01   0.69385011E-03  -0.10036576E-02   0.18747830E+01  -0.27118828E+01
  2703  -0.61195794E+01   0.69363386E-03  -0.10033186E-02   0.18748923E+01  -0.27119702E+01
  2704  -0.61199462E+01   0.69341773E-03  -0.10029799E-02   0.18750015E+01  -0.27120576E+01
  2705  -0.61203129E+01   0.69320172E-03  -0.10026413E-02   0.18751107E+01  -0.27121447E+01
  2706  -0.61206794E+01   0.69298582E-03  -0.10023030E-02   0.18752196E+01  -0.27122319E+01
  2707  -0.61210457E+01   0.69277004E-03  -0.10019649E-02   0.18753285E+01  -0.27123190E+01
  2708  -0.61214119E+01   0.69255437E-03  -0.10016270E-02   0.18754372E+01  -0.27124059E+01
  2709  -0.61217779E+01   0.69233881E-03  -0.10012893E-02   0.18755458E+01  -0.27124927E+01
  2710  -0.61221437E+01   0.69212337E-03  -0.10009518E-02   0.18756543E+01  -0.27125794E+01
  2711  -0.61225094E+01   0.69190805E-03  -0.10006146E-02   0.18757627E+01  -0.27126662E+01
  2712  -0.61228750E+01   0.69169283E-03  -0.10002776E-02   0.18758710E+01  -0.27127529E+01
  2713  -0.61232403E+01   0.69147774E-03  -0.99994073E-03   0.18759791E+01  -0.27128392E+01
  2714  -0.61236056E+01   0.69126275E-03  -0.99960413E-03   0.18760871E+01  -0.27129256E+01
  2715  -0.61239706E+01   0.69104789E-03  -0.99926775E-03   0.18761950E+01  -0.27130119E+01
  2716  -0.61243355E+01   0.69083313E-03  -0.99893158E-03   0.18763028E+01  -0.27130982E+01
  2717  -0.61247003E+01   0.69061849E-03  -0.99859562E-03   0.18764104E+01  -0.27131843E+01
  2718  -0.61250649E+01   0.69040396E-03  -0.99825988E-03   0.18765180E+01  -0.27132704E+01
  2719  -0.61254293E+01   0.69018955E-03  -0.99792436E-03   0.18766254E+01  -0.27133563E+01
  2720  -0.61257936E+01   0.68997525E-03  -0.99758904E-03   0.18767327E+01  -0.27134422E+01
  2721  -0.61261577E+01   0.68976106E-03  -0.99725395E-03   0.18768398E+01  -0.27135280E+01
  2722  -0.61265217E+01   0.68954699E-03  -0.99691906E-03   0.18769469E+01  -0.27136137E+01
  2723  -0.61268855E+01   0.68933303E-03  -0.99658439E-03   0.18770538E+01  -0.27136993E+01
  2724  -0.61272491E+01   0.68911919E-03  -0.99624993E-03   0.18771607E+01  -0.27137848E+01
  2725  -0.61276126E+01   0.68890545E-03  -0.99591569E-03   0.18772674E+01  -0.27138703E+01
  2726  -0.61279760E+01   0.68869183E-03  -0.99558166E-03   0.18773739E+01  -0.27139556E+01
  2727  -0.61283392E+01   0.68847833E-03  -0.99524784E-03   0.18774804E+01  -0.27140409E+01
  2728  -0.61287022E+01   0.68826493E-03  -0.99491424E-03   0.18775867E+01  -0.27141260E+01
  2729  -0.61290651E+01   0.68805165E-03  -0.99458084E-03   0.18776930E+01  -0.27142111E+01
  2730  -0.61294278E+01   0.68783848E-03  -0.99424766E-03   0.18777991E+01  -0.27142961E+01
  2731  -0.61297904E+01   0.68762543E-03  -0.99391469E-03   0.18779050E+01  -0.27143810E+01
  2732  -0.61301528E+01   0.68741248E-03  -0.99358194E-03   0.18780109E+01  -0.27144659E+01
  2733  -0.61305151E+01   0.68719965E-03  -0.99324939E-03   0.18781166E+01  -0.27145506E+01
