     n         h                l                k               nl               nk
  2487  -0.10425888E+02   0.51405283E-03  -0.12054883E-02   0.12784494E+01  -0.29980494E+01
  2488  -0.10428075E+02   0.51368488E-03  -0.12051699E-02   0.12780480E+01  -0.29984627E+01
  2489  -0.10430261E+02   0.51331711E-03  -0.12048518E-02   0.12776463E+01  -0.29988761E+01
  2490  -0.10432446E+02   0.51294951E-03  -0.12045340E-02   0.12772443E+01  -0.29992897E+01
  2491  -0.10434632E+02   0.51258209E-03  -0.12042165E-02   0.12768420E+01  -0.29997033E+01
  2492  -0.10436818E+02   0.51221485E-03  -0.12038993E-02   0.12764394E+01  -0.30001171E+01
  2493  -0.10439003E+02   0.51184779E-03  -0.12035823E-02   0.12760365E+01  -0.30005307E+01
  2494  -0.10441188E+02   0.51148090E-03  -0.12032657E-02   0.12756334E+01  -0.30009447E+01
  2495  -0.10443374E+02   0.51111419E-03  -0.12029493E-02   0.12752299E+01  -0.30013585E+01
  2496  -0.10445559E+02   0.51074766E-03  -0.12026332E-02   0.12748262E+01  -0.30017725E+01
  2497  -0.10447744E+02   0.51038130E-03  -0.12023174E-02   0.12744221E+01  -0.30021865E+01
  2498  -0.10449928E+02   0.51001512E-03  -0.12020018E-02   0.12740178E+01  -0.30026005E+01
  2499  -0.10452113E+02   0.50964912E-03  -0.12016866E-02   0.12736132E+01  -0.30030148E+01
  2500  -0.10454298E+02   0.50928329E-03  -0.12013716E-02   0.12732082E+01  -0.30034290E+01
  2501  -0.10456482E+02   0.50891764E-03  -0.12010569E-02   0.12728030E+01  -0.30038433E+01
  2502  -0.10458666E+02   0.50855217E-03  -0.12007425E-02   0.12723975E+01  -0.30042577E+01
  2503  -0.10460851E+02   0.50818687E-03  -0.12004283E-02   0.12719917E+01  -0.30046720E+01
  2504  -0.10463035E+02   0.50782175E-03  -0.12001144E-02   0.12715857E+01  -0.30050865E+01
  2505  -0.10465219E+02   0.50745681E-03  -0.11998009E-02   0.12711793E+01  -0.30055013E+01
  2506  -0.10467402E+02   0.50709204E-03  -0.11994875E-02   0.12707727E+01  -0.30059157E+01
  2507  -0.10469586E+02   0.50672745E-03  -0.11991745E-02   0.12703657E+01  -0.30063305E+01
  2508  -0.10471770E+02   0.50636303E-03  -0.11988618E-02   0.12699585E+01  -0.30067454E+01
  2509  -0.10473953E+02   0.50599879E-03  -0.11985493E-02   0.12695510E+01  -0.30071602E+01
  2510  -0.10476136E+02   0.50563473E-03  -0.11982371E-02   0.12691432E+01  -0.30075751E+01
  2511  -0.10478319E+02   0.50527084E-03  -0.11979252E-02   0.12687351E+01  -0.30079902E+01
  2512  -0.10480503E+02   0.50490712E-03  -0.11976135E-02   0.12683267E+01  -0.30084051E+01
  2513  -0.10482685E+02   0.50454359E-03  -0.11973022E-02   0.12679180E+01  -0.30088204E+01
  2514  -0.10484868E+02   0.50418022E-03  -0.11969911E-02   0.12675091E+01  -0.30092356E+01
  2515  -0.10487051E+02   0.50381703E-03  -0.11966803E-02   0.12670998E+01  -0.30096510E+01
  2516  -0.10489233E+02   0.50345402E-03  -0.11963697E-02   0.12666903E+01  -0.30100662E+01
  2517  -0.10491416E+02   0.50309118E-03  -0.11960594E-02   0.12662805E+01  -0.30104815E+01
  2518  -0.10493598E+02   0.50272852E-03  -0.11957495E-02   0.12658704E+01  -0.30108972E+01
  2519  -0.10495780E+02   0.50236603E-03  -0.11954397E-02   0.12654600E+01  -0.30113126E+01
  2520  -0.10497962E+02   0.50200371E-03  -0.11951303E-02   0.12650493E+01  -0.30117284E+01
  2521  -0.10500144E+02   0.50164157E-03  -0.11948211E-02   0.12646384E+01  -0.30121440E+01
  2522  -0.10502326E+02   0.50127961E-03  -0.11945122E-02   0.12642272E+01  -0.30125598E+01
  2523  -0.10504508E+02   0.50091781E-03  -0.11942036E-02   0.12638156E+01  -0.30129757E+01
  2524  -0.10506689E+02   0.50055620E-03  -0.11938953E-02   0.12634038E+01  -0.30133917E+01
  2525  -0.10508871E+02   0.50019475E-03  -0.11935872E-02   0.12629917E+01  -0.30138077E+01
  2526  -0.10511052E+02   0.49983348E-03  -0.11932794E-02   0.12625794E+01  -0.30142238E+01
  2527  -0.10513233E+02   0.49947239E-03  -0.11929719E-02   0.12621667E+01  -0.30146400E+01
  2528  -0.10515415E+02   0.49911147E-03  -0.11926646E-02   0.12617538E+01  -0.30150561E+01
  2529  -0.10517595E+02   0.49875072E-03  -0.11923576E-02   0.12613406E+01  -0.30154724E+01
  2530  -0.10519776E+02   0.49839014E-03  -0.11920509E-02   0.12609271E+01  -0.30158888E+01
  2531  -0.10521957E+02   0.49802974E-03  -0.11917445E-02   0.12605133E+01  -0.30163053E+01
  2532  -0.10524138E+02   0.49766951E-03  -0.11914383E-02   0.12600992E+01  -0.30167218E+01
  2533  -0.10526318E+02   0.49730946E-03  -0.11911324E-02   0.12596849E+01  -0.30171384E+01
  2534  -0.10528499E+02   0.49694957E-03  -0.11908268E-02   0.12592702E+01  -0.30175551E+01
  2535  -0.10530679E+02   0.49658987E-03  -0.11905214E-02   0.12588553E+01  -0.30179717E+01
  2536  -0.10532859E+02   0.49623033E-03  -0.11902164E-02   0.12584401E+01  -0.30183888E+01
  2537  -0.10535039E+02   0.49587097E-03  -0.11899115E-02   0.12580247E+01  -0.30188055E+01
  2538  -0.10537219E+02   0.49551178E-03  -0.11896070E-02   0.12576089E+01  -0.30192226E+01
  2539  -0.10539399E+02   0.49515276E-03  -0.11893027E-02   0.12571929E+01  -0.30196396E+01
  2540  -0.10541578E+02   0.49479391E-03  -0.11889987E-02   0.12567765E+01  -0.30200567E+01
  2541  -0.10543758E+02   0.49443524E-03  -0.11886950E-02   0.12563599E+01  -0.30204740E+01
  2542  -0.10545937E+02   0.49407674E-03  -0.11883915E-02   0.12559431E+01  -0.30208912E+01
  2543  -0.10548117E+02   0.49371841E-03  -0.11880883E-02   0.12555259E+01  -0.30213085E+01
  2544  -0.10550296E+02   0.49336025E-03  -0.11877854E-02   0.12551085E+01  -0.30217261E+01
  2545  -0.10552475E+02   0.49300227E-03  -0.11874827E-02   0.12546908E+01  -0.30221435E+01
  2546  -0.10554654E+02   0.49264446E-03  -0.11871803E-02   0.12542728E+01  -0.30225610E+01
  2547  -0.10556833E+02   0.49228682E-03  -0.11868782E-02   0.12538545E+01  -0.30229788E+01
  2548  -0.10559011E+02   0.49192935E-03  -0.11865763E-02   0.12534360E+01  -0.30233964E+01
  2549  -0.10561190E+02   0.49157205E-03  -0.11862747E-02   0.12530172E+01  -0.30238142E+01
  2550  -0.10563368E+02   0.49121492E-03  -0.11859734E-02   0.12525980E+01  -0.30242322E+01
  2551  -0.10565547E+02   0.49085797E-03  -0.11856723E-02   0.12521787E+01  -0.30246500E+01
  2552  -0.10567725E+02   0.49050119E-03  -0.11853715E-02   0.12517590E+01  -0.30250681E+01
  2553  -0.10569903E+02   0.49014457E-03  -0.11850710E-02   0.12513391E+01  -0.30254863E+01
  2554  -0.10572081E+02   0.48978813E-03  -0.11847707E-02   0.12509189E+01  -0.30259044E+01
  2555  -0.10574259E+02   0.48943186E-03  -0.11844707E-02   0.12504984E+01  -0.30263226E+01
  2556  -0.10576437E+02   0.48907577E-03  -0.11841710E-02   0.12500777E+01  -0.30267411E+01
  2557  -0.10578615E+02   0.48871984E-03  -0.11838715E-02   0.12496566E+01  -0.30271594E+01
  2558  -0.10580792E+02   0.48836408E-03  -0.11835723E-02   0.12492353E+01  -0.30275779E+01
  2559  -0.10582970E+02   0.48800849E-03  -0.11832733E-02   0.12488137E+01  -0.30279964E+01
  2560  -0.10585147E+02   0.48765308E-03  -0.11829747E-02   0.12483919E+01  -0.30284152E+01
  2561  -0.10587325E+02   0.48729783E-03  -0.11826762E-02   0.12479697E+01  -0.30288337E+01
  2562  -0.10589502E+02   0.48694276E-03  -0.11823781E-02   0.12475474E+01  -0.30292527E+01
  2563  -0.10591679E+02   0.48658785E-03  -0.11820802E-02   0.12471247E+01  -0.30296716E+01
  2564  -0.10593856E+02   0.48623312E-03  -0.11817826E-02   0.12467017E+01  -0.30300906E+01
  2565  -0.10596032E+02   0.48587855E-03  -0.11814852E-02   0.12462785E+01  -0.30305095E+01
  2566  -0.10598209E+02   0.48552416E-03  -0.11811881E-02   0.12458550E+01  -0.30309287E+01
  2567  -0.10600386E+02   0.48516993E-03  -0.11808913E-02   0.12454312E+01  -0.30313480E+01
  2568  -0.10602562E+02   0.48481588E-03  -0.11805947E-02   0.12450072E+01  -0.30317672E+01
  2569  -0.10604739E+02   0.48446199E-03  -0.11802984E-02   0.12445829E+01  -0.30321866E+01
  2570  -0.10606915E+02   0.48410827E-03  -0.11800023E-02   0.12441583E+01  -0.30326059E+01
  2571  -0.10609091E+02   0.48375473E-03  -0.11797065E-02   0.12437334E+01  -0.30330254E+01
  2572  -0.10611267E+02   0.48340135E-03  -0.11794110E-02   0.12433083E+01  -0.30334451E+01
  2573  -0.10613443E+02   0.48304814E-03  -0.11791157E-02   0.12428829E+01  -0.30338647E+01
  2574  -0.10615619E+02   0.48269510E-03  -0.11788207E-02   0.12424572E+01  -0.30342845E+01
  2575  -0.10617794E+02   0.48234223E-03  -0.11785259E-02   0.12420312E+01  -0.30347042E+01
  2576  -0.10619970E+02   0.48198953E-03  -0.11782315E-02   0.12416050E+01  -0.30351243E+01
  2577  -0.10622146E+02   0.48163700E-03  -0.11779372E-02   0.12411785E+01  -0.30355442E+01
  2578  -0.10624321E+02   0.48128464E-03  -0.11776432E-02   0.12407518E+01  -0.30359642E+01
  2579  -0.10626496E+02   0.48093244E-03  -0.11773495E-02   0.12403248E+01  -0.30363844E+01
  2580  -0.10628671E+02   0.48058042E-03  -0.11770561E-02   0.12398975E+01  -0.30368047E+01
  2581  -0.10630846E+02   0.48022856E-03  -0.11767629E-02   0.12394699E+01  -0.30372250E+01
  2582  -0.10633021E+02   0.47987687E-03  -0.11764699E-02   0.12390421E+01  -0.30376453E+01
  2583  -0.10635196E+02   0.47952535E-03  -0.11761773E-02   0.12386140E+01  -0.30380660E+01
  2584  -0.10637371E+02   0.47917400E-03  -0.11758848E-02   0.12381856E+01  -0.30384863E+01
  2585  -0.10639546E+02   0.47882282E-03  -0.11755927E-02   0.12377570E+01  -0.30389071E+01
  2586  -0.10641720E+02   0.47847180E-03  -0.11753008E-02   0.12373281E+01  -0.30393279E+01
  2587  -0.10643895E+02   0.47812095E-03  -0.11750091E-02   0.12368989E+01  -0.30397485E+01
  2588  -0.10646069E+02   0.47777027E-03  -0.11747177E-02   0.12364695E+01  -0.30401694E+01
  2589  -0.10648243E+02   0.47741976E-03  -0.11744266E-02   0.12360398E+01  -0.30405905E+01
  2590  -0.10650417E+02   0.47706941E-03  -0.11741357E-02   0.12356098E+01  -0.30410115E+01
  2591  -0.10652591E+02   0.47671924E-03  -0.11738451E-02   0.12351796E+01  -0.30414327E+01
  2592  -0.10654765E+02   0.47636923E-03  -0.11735547E-02   0.12347490E+01  -0.30418538E+01
  2593  -0.10656939E+02   0.47601939E-03  -0.11732646E-02   0.12343183E+01  -0.30422751E+01
  2594  -0.10659113E+02   0.47566971E-03  -0.11729748E-02   0.12338872E+01  -0.30426966E+01
  2595  -0.10661286E+02   0.47532020E-03  -0.11726851E-02   0.12334559E+01  -0.30431178E+01
  2596  -0.10663460E+02   0.47497086E-03  -0.11723958E-02   0.12330244E+01  -0.30435395E+01
  2597  -0.10665633E+02   0.47462169E-03  -0.11721067E-02   0.12325925E+01  -0.30439611E+01
  2598  -0.10667806E+02   0.47427268E-03  -0.11718179E-02   0.12321604E+01  -0.30443829E+01
  2599  -0.10669980E+02   0.47392384E-03  -0.11715293E-02   0.12317281E+01  -0.30448047E+01
  2600  -0.10672153E+02   0.47357517E-03  -0.11712410E-02   0.12312954E+01  -0.30452266E+01
  2601  -0.10674326E+02   0.47322666E-03  -0.11709529E-02   0.12308625E+01  -0.30456485E+01
  2602  -0.10676498E+02   0.47287832E-03  -0.11706651E-02   0.12304294E+01  -0.30460706E+01
  2603  -0.10678671E+02   0.47253015E-03  -0.11703775E-02   0.12299960E+01  -0.30464926E+01
  2604  -0.10680844E+02   0.47218214E-03  -0.11700902E-02   0.12295623E+01  -0.30469149E+01
  2605  -0.10683016E+02   0.47183430E-03  -0.11698031E-02   0.12291284E+01  -0.30473371E+01
  2606  -0.10685189E+02   0.47148663E-03  -0.11695163E-02   0.12286942E+01  -0.30477595E+01
  2607  -0.10687361E+02   0.47113912E-03  -0.11692297E-02   0.12282597E+01  -0.30481818E+01
  2608  -0.10689534E+02   0.47079177E-03  -0.11689434E-02   0.12278249E+01  -0.30486044E+01
  2609  -0.10691706E+02   0.47044460E-03  -0.11686574E-02   0.12273900E+01  -0.30490272E+01
  2610  -0.10693878E+02   0.47009759E-03  -0.11683716E-02   0.12269547E+01  -0.30494499E+01
  2611  -0.10696050E+02   0.46975074E-03  -0.11680860E-02   0.12265192E+01  -0.30498725E+01
  2612  -0.10698222E+02   0.46940406E-03  -0.11678007E-02   0.12260834E+01  -0.30502954E+01
  2613  -0.10700393E+02   0.46905755E-03  -0.11675157E-02   0.12256474E+01  -0.30507185E+01
  2614  -0.10702565E+02   0.46871120E-03  -0.11672309E-02   0.12252111E+01  -0.30511416E+01
  2615  -0.10704737E+02   0.46836502E-03  -0.11669463E-02   0.12247745E+01  -0.30515646E+01
  2616  -0.10706908E+02   0.46801900E-03  -0.11666620E-02   0.12243377E+01  -0.30519878E+01
  2617  -0.10709079E+02   0.46767315E-03  -0.11663780E-02   0.12239006E+01  -0.30524112E+01
  2618  -0.10711251E+02   0.46732746E-03  -0.11660942E-02   0.12234633E+01  -0.30528346E+01
  2619  -0.10713422E+02   0.46698194E-03  -0.11658106E-02   0.12230257E+01  -0.30532580E+01
  2620  -0.10715593E+02   0.46663658E-03  -0.11655273E-02   0.12225878E+01  -0.30536815E+01
  2621  -0.10717764E+02   0.46629139E-03  -0.11652443E-02   0.12221497E+01  -0.30541053E+01
  2622  -0.10719935E+02   0.46594636E-03  -0.11649615E-02   0.12217114E+01  -0.30545291E+01
  2623  -0.10722105E+02   0.46560149E-03  -0.11646789E-02   0.12212727E+01  -0.30549528E+01
  2624  -0.10724276E+02   0.46525680E-03  -0.11643966E-02   0.12208338E+01  -0.30553767E+01
  2625  -0.10726447E+02   0.46491226E-03  -0.11641146E-02   0.12203947E+01  -0.30558008E+01
  2626  -0.10728617E+02   0.46456789E-03  -0.11638327E-02   0.12199553E+01  -0.30562247E+01
  2627  -0.10730788E+02   0.46422369E-03  -0.11635512E-02   0.12195156E+01  -0.30566490E+01
  2628  -0.10732958E+02   0.46387964E-03  -0.11632699E-02   0.12190757E+01  -0.30570733E+01
  2629  -0.10735128E+02   0.46353577E-03  -0.11629888E-02   0.12186355E+01  -0.30574976E+01
  2630  -0.10737298E+02   0.46319205E-03  -0.11627080E-02   0.12181951E+01  -0.30579220E+01
  2631  -0.10739468E+02   0.46284850E-03  -0.11624274E-02   0.12177544E+01  -0.30583465E+01
  2632  -0.10741638E+02   0.46250512E-03  -0.11621471E-02   0.12173135E+01  -0.30587712E+01
  2633  -0.10743808E+02   0.46216190E-03  -0.11618670E-02   0.12168723E+01  -0.30591958E+01
  2634  -0.10745978E+02   0.46181884E-03  -0.11615872E-02   0.12164308E+01  -0.30596207E+01
  2635  -0.10748147E+02   0.46147594E-03  -0.11613076E-02   0.12159891E+01  -0.30600455E+01
  2636  -0.10750317E+02   0.46113321E-03  -0.11610282E-02   0.12155471E+01  -0.30604703E+01
  2637  -0.10752486E+02   0.46079065E-03  -0.11607491E-02   0.12151049E+01  -0.30608954E+01
  2638  -0.10754655E+02   0.46044824E-03  -0.11604703E-02   0.12146625E+01  -0.30613207E+01
  2639  -0.10756825E+02   0.46010600E-03  -0.11601916E-02   0.12142197E+01  -0.30617456E+01
  2640  -0.10758994E+02   0.45976392E-03  -0.11599133E-02   0.12137767E+01  -0.30621711E+01
  2641  -0.10761163E+02   0.45942201E-03  -0.11596352E-02   0.12133335E+01  -0.30625966E+01
  2642  -0.10763332E+02   0.45908026E-03  -0.11593573E-02   0.12128900E+01  -0.30630220E+01
  2643  -0.10765501E+02   0.45873867E-03  -0.11590796E-02   0.12124463E+01  -0.30634474E+01
  2644  -0.10767669E+02   0.45839724E-03  -0.11588022E-02   0.12120023E+01  -0.30638730E+01
  2645  -0.10769838E+02   0.45805598E-03  -0.11585251E-02   0.12115581E+01  -0.30642989E+01
  2646  -0.10772007E+02   0.45771488E-03  -0.11582482E-02   0.12111136E+01  -0.30647247E+01
  2647  -0.10774175E+02   0.45737394E-03  -0.11579715E-02   0.12106688E+01  -0.30651506E+01
  2648  -0.10776344E+02   0.45703316E-03  -0.11576951E-02   0.12102238E+01  -0.30655766E+01
  2649  -0.10778512E+02   0.45669255E-03  -0.11574189E-02   0.12097786E+01  -0.30660027E+01
  2650  -0.10780680E+02   0.45635210E-03  -0.11571430E-02   0.12093331E+01  -0.30664290E+01
  2651  -0.10782848E+02   0.45601181E-03  -0.11568673E-02   0.12088873E+01  -0.30668552E+01
  2652  -0.10785016E+02   0.45567168E-03  -0.11565919E-02   0.12084413E+01  -0.30672817E+01
  2653  -0.10787184E+02   0.45533172E-03  -0.11563166E-02   0.12079951E+01  -0.30677079E+01
  2654  -0.10789352E+02   0.45499191E-03  -0.11560417E-02   0.12075485E+01  -0.30681347E+01
  2655  -0.10791520E+02   0.45465227E-03  -0.11557669E-02   0.12071018E+01  -0.30685611E+01
  2656  -0.10793688E+02   0.45431279E-03  -0.11554925E-02   0.12066548E+01  -0.30689881E+01
  2657  -0.10795855E+02   0.45397348E-03  -0.11552182E-02   0.12062075E+01  -0.30694148E+01
  2658  -0.10798023E+02   0.45363432E-03  -0.11549442E-02   0.12057600E+01  -0.30698417E+01
  2659  -0.10800190E+02   0.45329533E-03  -0.11546704E-02   0.12053123E+01  -0.30702686E+01
  2660  -0.10802357E+02   0.45295649E-03  -0.11543969E-02   0.12048643E+01  -0.30706958E+01
  2661  -0.10804525E+02   0.45261782E-03  -0.11541236E-02   0.12044160E+01  -0.30711229E+01
  2662  -0.10806692E+02   0.45227931E-03  -0.11538506E-02   0.12039675E+01  -0.30715503E+01
  2663  -0.10808859E+02   0.45194096E-03  -0.11535778E-02   0.12035188E+01  -0.30719777E+01
  2664  -0.10811026E+02   0.45160277E-03  -0.11533052E-02   0.12030698E+01  -0.30724051E+01
  2665  -0.10813193E+02   0.45126475E-03  -0.11530329E-02   0.12026206E+01  -0.30728327E+01
  2666  -0.10815359E+02   0.45092688E-03  -0.11527608E-02   0.12021711E+01  -0.30732603E+01
  2667  -0.10817526E+02   0.45058917E-03  -0.11524889E-02   0.12017213E+01  -0.30736879E+01
  2668  -0.10819693E+02   0.45025163E-03  -0.11522173E-02   0.12012713E+01  -0.30741158E+01
  2669  -0.10821859E+02   0.44991424E-03  -0.11519459E-02   0.12008211E+01  -0.30745436E+01
  2670  -0.10824026E+02   0.44957702E-03  -0.11516748E-02   0.12003706E+01  -0.30749717E+01
  2671  -0.10826192E+02   0.44923996E-03  -0.11514039E-02   0.11999199E+01  -0.30753998E+01
  2672  -0.10828358E+02   0.44890306E-03  -0.11511332E-02   0.11994690E+01  -0.30758279E+01
  2673  -0.10830524E+02   0.44856631E-03  -0.11508628E-02   0.11990177E+01  -0.30762563E+01
  2674  -0.10832691E+02   0.44822973E-03  -0.11505926E-02   0.11985663E+01  -0.30766846E+01
  2675  -0.10834857E+02   0.44789331E-03  -0.11503227E-02   0.11981146E+01  -0.30771132E+01
  2676  -0.10837022E+02   0.44755705E-03  -0.11500529E-02   0.11976627E+01  -0.30775416E+01
  2677  -0.10839188E+02   0.44722095E-03  -0.11497835E-02   0.11972105E+01  -0.30779704E+01
  2678  -0.10841354E+02   0.44688500E-03  -0.11495142E-02   0.11967580E+01  -0.30783990E+01
  2679  -0.10843520E+02   0.44654922E-03  -0.11492452E-02   0.11963054E+01  -0.30788279E+01
  2680  -0.10845685E+02   0.44621360E-03  -0.11489764E-02   0.11958524E+01  -0.30792568E+01
  2681  -0.10847851E+02   0.44587814E-03  -0.11487079E-02   0.11953993E+01  -0.30796859E+01
  2682  -0.10850016E+02   0.44554283E-03  -0.11484396E-02   0.11949459E+01  -0.30801150E+01
  2683  -0.10852181E+02   0.44520769E-03  -0.11481715E-02   0.11944922E+01  -0.30805441E+01
  2684  -0.10854347E+02   0.44487271E-03  -0.11479037E-02   0.11940384E+01  -0.30809735E+01
  2685  -0.10856512E+02   0.44453788E-03  -0.11476361E-02   0.11935842E+01  -0.30814029E+01
  2686  -0.10858677E+02   0.44420322E-03  -0.11473687E-02   0.11931298E+01  -0.30818323E+01
  2687  -0.10860842E+02   0.44386871E-03  -0.11471016E-02   0.11926752E+01  -0.30822620E+01
  2688  -0.10863007E+02   0.44353436E-03  -0.11468347E-02   0.11922204E+01  -0.30826917E+01
  2689  -0.10865172E+02   0.44320017E-03  -0.11465680E-02   0.11917653E+01  -0.30831214E+01
  2690  -0.10867336E+02   0.44286614E-03  -0.11463016E-02   0.11913099E+01  -0.30835513E+01
  2691  -0.10869501E+02   0.44253227E-03  -0.11460354E-02   0.11908543E+01  -0.30839813E+01
  2692  -0.10871666E+02   0.44219856E-03  -0.11457694E-02   0.11903985E+01  -0.30844112E+01
  2693  -0.10873830E+02   0.44186501E-03  -0.11455037E-02   0.11899425E+01  -0.30848415E+01
  2694  -0.10875994E+02   0.44153161E-03  -0.11452382E-02   0.11894862E+01  -0.30852717E+01
  2695  -0.10878159E+02   0.44119838E-03  -0.11449729E-02   0.11890296E+01  -0.30857020E+01
  2696  -0.10880323E+02   0.44086530E-03  -0.11447079E-02   0.11885728E+01  -0.30861325E+01
  2697  -0.10882487E+02   0.44053238E-03  -0.11444431E-02   0.11881158E+01  -0.30865630E+01
  2698  -0.10884651E+02   0.44019962E-03  -0.11441785E-02   0.11876586E+01  -0.30869936E+01
  2699  -0.10886815E+02   0.43986702E-03  -0.11439142E-02   0.11872011E+01  -0.30874244E+01
  2700  -0.10888979E+02   0.43953457E-03  -0.11436500E-02   0.11867433E+01  -0.30878550E+01
  2701  -0.10891143E+02   0.43920229E-03  -0.11433862E-02   0.11862854E+01  -0.30882861E+01
  2702  -0.10893307E+02   0.43887016E-03  -0.11431225E-02   0.11858272E+01  -0.30887170E+01
  2703  -0.10895470E+02   0.43853819E-03  -0.11428591E-02   0.11853687E+01  -0.30891481E+01
  2704  -0.10897634E+02   0.43820637E-03  -0.11425959E-02   0.11849100E+01  -0.30895793E+01
  2705  -0.10899798E+02   0.43787472E-03  -0.11423329E-02   0.11844511E+01  -0.30900105E+01
  2706  -0.10901961E+02   0.43754322E-03  -0.11420702E-02   0.11839920E+01  -0.30904420E+01
  2707  -0.10904124E+02   0.43721188E-03  -0.11418077E-02   0.11835326E+01  -0.30908734E+01
  2708  -0.10906288E+02   0.43688070E-03  -0.11415454E-02   0.11830729E+01  -0.30913049E+01
  2709  -0.10908451E+02   0.43654967E-03  -0.11412834E-02   0.11826131E+01  -0.30917367E+01
  2710  -0.10910614E+02   0.43621880E-03  -0.11410216E-02   0.11821529E+01  -0.30921685E+01
  2711  -0.10912777E+02   0.43588809E-03  -0.11407600E-02   0.11816926E+01  -0.30926004E+01
  2712  -0.10914940E+02   0.43555754E-03  -0.11404987E-02   0.11812320E+01  -0.30930325E+01
  2713  -0.10917103E+02   0.43522714E-03  -0.11402375E-02   0.11807712E+01  -0.30934643E+01
  2714  -0.10919266E+02   0.43489690E-03  -0.11399766E-02   0.11803102E+01  -0.30938965E+01
  2715  -0.10921428E+02   0.43456682E-03  -0.11397160E-02   0.11798489E+01  -0.30943289E+01
  2716  -0.10923591E+02   0.43423689E-03  -0.11394555E-02   0.11793874E+01  -0.30947611E+01
  2717  -0.10925754E+02   0.43390712E-03  -0.11391953E-02   0.11789256E+01  -0.30951936E+01
  2718  -0.10927916E+02   0.43357751E-03  -0.11389353E-02   0.11784637E+01  -0.30956261E+01
  2719  -0.10930079E+02   0.43324806E-03  -0.11386756E-02   0.11780015E+01  -0.30960590E+01
  2720  -0.10932241E+02   0.43291876E-03  -0.11384160E-02   0.11775390E+01  -0.30964915E+01
  2721  -0.10934403E+02   0.43258961E-03  -0.11381567E-02   0.11770763E+01  -0.30969244E+01
  2722  -0.10936565E+02   0.43226063E-03  -0.11378976E-02   0.11766134E+01  -0.30973573E+01
  2723  -0.10938727E+02   0.43193180E-03  -0.11376388E-02   0.11761503E+01  -0.30977905E+01
  2724  -0.10940890E+02   0.43160312E-03  -0.11373801E-02   0.11756869E+01  -0.30982234E+01
  2725  -0.10943051E+02   0.43127460E-03  -0.11371217E-02   0.11752233E+01  -0.30986566E+01
  2726  -0.10945213E+02   0.43094624E-03  -0.11368636E-02   0.11747595E+01  -0.30990902E+01
  2727  -0.10947375E+02   0.43061803E-03  -0.11366056E-02   0.11742954E+01  -0.30995235E+01
  2728  -0.10949537E+02   0.43028998E-03  -0.11363479E-02   0.11738311E+01  -0.30999571E+01
  2729  -0.10951699E+02   0.42996209E-03  -0.11360904E-02   0.11733665E+01  -0.31003907E+01
  2730  -0.10953860E+02   0.42963435E-03  -0.11358331E-02   0.11729018E+01  -0.31008244E+01
  2731  -0.10956022E+02   0.42930677E-03  -0.11355761E-02   0.11724368E+01  -0.31012583E+01
  2732  -0.10958183E+02   0.42897934E-03  -0.11353192E-02   0.11719716E+01  -0.31016921E+01
  2733  -0.10960344E+02   0.42865207E-03  -0.11350626E-02   0.11715061E+01  -0.31021261E+01
  2734  -0.10962506E+02   0.42832495E-03  -0.11348062E-02   0.11710404E+01  -0.31025602E+01
  2735  -0.10964667E+02   0.42799799E-03  -0.11345501E-02   0.11705745E+01  -0.31029945E+01
  2736  -0.10966828E+02   0.42767118E-03  -0.11342941E-02   0.11701083E+01  -0.31034287E+01
  2737  -0.10968989E+02   0.42734453E-03  -0.11340384E-02   0.11696420E+01  -0.31038631E+01
  2738  -0.10971150E+02   0.42701804E-03  -0.11337830E-02   0.11691754E+01  -0.31042979E+01
  2739  -0.10973311E+02   0.42669170E-03  -0.11335277E-02   0.11687086E+01  -0.31047324E+01
  2740  -0.10975472E+02   0.42636551E-03  -0.11332726E-02   0.11682415E+01  -0.31051669E+01
  2741  -0.10977633E+02   0.42603948E-03  -0.11330178E-02   0.11677742E+01  -0.31056018E+01
  2742  -0.10979793E+02   0.42571360E-03  -0.11327632E-02   0.11673067E+01  -0.31060367E+01
  2743  -0.10981954E+02   0.42538788E-03  -0.11325089E-02   0.11668390E+01  -0.31064719E+01
  2744  -0.10984115E+02   0.42506231E-03  -0.11322547E-02   0.11663710E+01  -0.31069069E+01
  2745  -0.10986275E+02   0.42473690E-03  -0.11320008E-02   0.11659028E+01  -0.31073422E+01
  2746  -0.10988436E+02   0.42441164E-03  -0.11317471E-02   0.11654344E+01  -0.31077775E+01
  2747  -0.10990596E+02   0.42408654E-03  -0.11314936E-02   0.11649657E+01  -0.31082129E+01
  2748  -0.10992756E+02   0.42376159E-03  -0.11312403E-02   0.11644968E+01  -0.31086483E+01
  2749  -0.10994916E+02   0.42343680E-03  -0.11309873E-02   0.11640278E+01  -0.31090841E+01
  2750  -0.10997077E+02   0.42311216E-03  -0.11307344E-02   0.11635584E+01  -0.31095196E+01
  2751  -0.10999237E+02   0.42278767E-03  -0.11304818E-02   0.11630889E+01  -0.31099554E+01
  2752  -0.11001397E+02   0.42246334E-03  -0.11302295E-02   0.11626191E+01  -0.31103916E+01
  2753  -0.11003556E+02   0.42213916E-03  -0.11299773E-02   0.11621491E+01  -0.31108275E+01
  2754  -0.11005716E+02   0.42181513E-03  -0.11297253E-02   0.11616789E+01  -0.31112635E+01
