     n         h                l                k               nl               nk
  1609  -0.84159050E+01   0.92416546E-03  -0.16398098E-02   0.14869822E+01  -0.26384540E+01
  1610  -0.84183594E+01   0.92356849E-03  -0.16390648E-02   0.14869453E+01  -0.26388943E+01
  1611  -0.84208132E+01   0.92297192E-03  -0.16383206E-02   0.14869078E+01  -0.26393345E+01
  1612  -0.84232664E+01   0.92237575E-03  -0.16375772E-02   0.14868697E+01  -0.26397744E+01
  1613  -0.84257191E+01   0.92177997E-03  -0.16368346E-02   0.14868311E+01  -0.26402142E+01
  1614  -0.84281712E+01   0.92118459E-03  -0.16360928E-02   0.14867919E+01  -0.26406538E+01
  1615  -0.84306227E+01   0.92058960E-03  -0.16353519E-02   0.14867522E+01  -0.26410933E+01
  1616  -0.84330736E+01   0.91999501E-03  -0.16346117E-02   0.14867119E+01  -0.26415325E+01
  1617  -0.84355240E+01   0.91940082E-03  -0.16338724E-02   0.14866711E+01  -0.26419717E+01
  1618  -0.84379738E+01   0.91880701E-03  -0.16331338E-02   0.14866297E+01  -0.26424105E+01
  1619  -0.84404231E+01   0.91821361E-03  -0.16323961E-02   0.14865878E+01  -0.26428493E+01
  1620  -0.84428717E+01   0.91762059E-03  -0.16316592E-02   0.14865454E+01  -0.26432879E+01
  1621  -0.84453199E+01   0.91702797E-03  -0.16309231E-02   0.14865023E+01  -0.26437263E+01
  1622  -0.84477674E+01   0.91643574E-03  -0.16301878E-02   0.14864588E+01  -0.26441646E+01
  1623  -0.84502144E+01   0.91584390E-03  -0.16294532E-02   0.14864146E+01  -0.26446025E+01
  1624  -0.84526608E+01   0.91525245E-03  -0.16287195E-02   0.14863700E+01  -0.26450405E+01
  1625  -0.84551067E+01   0.91466139E-03  -0.16279866E-02   0.14863248E+01  -0.26454782E+01
  1626  -0.84575520E+01   0.91407072E-03  -0.16272545E-02   0.14862790E+01  -0.26459158E+01
  1627  -0.84599968E+01   0.91348045E-03  -0.16265231E-02   0.14862327E+01  -0.26463531E+01
  1628  -0.84624410E+01   0.91289056E-03  -0.16257926E-02   0.14861858E+01  -0.26467904E+01
  1629  -0.84648846E+01   0.91230106E-03  -0.16250629E-02   0.14861384E+01  -0.26472275E+01
  1630  -0.84673277E+01   0.91171195E-03  -0.16243339E-02   0.14860905E+01  -0.26476643E+01
  1631  -0.84697702E+01   0.91112323E-03  -0.16236057E-02   0.14860420E+01  -0.26481009E+01
  1632  -0.84722122E+01   0.91053489E-03  -0.16228784E-02   0.14859929E+01  -0.26485375E+01
  1633  -0.84746536E+01   0.90994694E-03  -0.16221518E-02   0.14859434E+01  -0.26489739E+01
  1634  -0.84770945E+01   0.90935938E-03  -0.16214260E-02   0.14858932E+01  -0.26494101E+01
  1635  -0.84795348E+01   0.90877220E-03  -0.16207010E-02   0.14858425E+01  -0.26498461E+01
  1636  -0.84819746E+01   0.90818541E-03  -0.16199768E-02   0.14857913E+01  -0.26502820E+01
  1637  -0.84844138E+01   0.90759901E-03  -0.16192533E-02   0.14857396E+01  -0.26507177E+01
  1638  -0.84868525E+01   0.90701299E-03  -0.16185307E-02   0.14856873E+01  -0.26511533E+01
  1639  -0.84892906E+01   0.90642735E-03  -0.16178088E-02   0.14856344E+01  -0.26515886E+01
  1640  -0.84917282E+01   0.90584210E-03  -0.16170877E-02   0.14855810E+01  -0.26520238E+01
  1641  -0.84941652E+01   0.90525723E-03  -0.16163674E-02   0.14855271E+01  -0.26524589E+01
  1642  -0.84966017E+01   0.90467274E-03  -0.16156479E-02   0.14854726E+01  -0.26528939E+01
  1643  -0.84990376E+01   0.90408864E-03  -0.16149291E-02   0.14854176E+01  -0.26533285E+01
  1644  -0.85014730E+01   0.90350492E-03  -0.16142111E-02   0.14853621E+01  -0.26537630E+01
  1645  -0.85039079E+01   0.90292158E-03  -0.16134939E-02   0.14853060E+01  -0.26541975E+01
  1646  -0.85063422E+01   0.90233862E-03  -0.16127775E-02   0.14852494E+01  -0.26546318E+01
  1647  -0.85087760E+01   0.90175604E-03  -0.16120618E-02   0.14851922E+01  -0.26550658E+01
  1648  -0.85112092E+01   0.90117384E-03  -0.16113470E-02   0.14851345E+01  -0.26554999E+01
  1649  -0.85136419E+01   0.90059202E-03  -0.16106328E-02   0.14850762E+01  -0.26559335E+01
  1650  -0.85160741E+01   0.90001058E-03  -0.16099195E-02   0.14850175E+01  -0.26563672E+01
  1651  -0.85185057E+01   0.89942952E-03  -0.16092069E-02   0.14849581E+01  -0.26568006E+01
  1652  -0.85209368E+01   0.89884883E-03  -0.16084951E-02   0.14848983E+01  -0.26572339E+01
  1653  -0.85233674E+01   0.89826853E-03  -0.16077841E-02   0.14848379E+01  -0.26576671E+01
  1654  -0.85257974E+01   0.89768860E-03  -0.16070738E-02   0.14847769E+01  -0.26581001E+01
  1655  -0.85282269E+01   0.89710905E-03  -0.16063643E-02   0.14847155E+01  -0.26585329E+01
  1656  -0.85306558E+01   0.89652987E-03  -0.16056555E-02   0.14846535E+01  -0.26589655E+01
  1657  -0.85330843E+01   0.89595107E-03  -0.16049475E-02   0.14845909E+01  -0.26593980E+01
  1658  -0.85355122E+01   0.89537265E-03  -0.16042403E-02   0.14845279E+01  -0.26598304E+01
  1659  -0.85379395E+01   0.89479460E-03  -0.16035338E-02   0.14844642E+01  -0.26602626E+01
  1660  -0.85403664E+01   0.89421693E-03  -0.16028281E-02   0.14844001E+01  -0.26606946E+01
  1661  -0.85427927E+01   0.89363963E-03  -0.16021232E-02   0.14843354E+01  -0.26611266E+01
  1662  -0.85452185E+01   0.89306270E-03  -0.16014190E-02   0.14842702E+01  -0.26615584E+01
  1663  -0.85476437E+01   0.89248615E-03  -0.16007155E-02   0.14842045E+01  -0.26619899E+01
  1664  -0.85500684E+01   0.89190997E-03  -0.16000128E-02   0.14841382E+01  -0.26624213E+01
  1665  -0.85524926E+01   0.89133417E-03  -0.15993109E-02   0.14840714E+01  -0.26628526E+01
  1666  -0.85549163E+01   0.89075873E-03  -0.15986097E-02   0.14840040E+01  -0.26632838E+01
  1667  -0.85573395E+01   0.89018367E-03  -0.15979093E-02   0.14839362E+01  -0.26637148E+01
  1668  -0.85597621E+01   0.88960898E-03  -0.15972096E-02   0.14838678E+01  -0.26641456E+01
  1669  -0.85621842E+01   0.88903466E-03  -0.15965107E-02   0.14837988E+01  -0.26645764E+01
  1670  -0.85646058E+01   0.88846070E-03  -0.15958125E-02   0.14837294E+01  -0.26650069E+01
  1671  -0.85670269E+01   0.88788712E-03  -0.15951151E-02   0.14836594E+01  -0.26654373E+01
  1672  -0.85694475E+01   0.88731391E-03  -0.15944184E-02   0.14835889E+01  -0.26658676E+01
  1673  -0.85718675E+01   0.88674107E-03  -0.15937224E-02   0.14835178E+01  -0.26662976E+01
  1674  -0.85742871E+01   0.88616859E-03  -0.15930272E-02   0.14834462E+01  -0.26667275E+01
  1675  -0.85767061E+01   0.88559649E-03  -0.15923328E-02   0.14833741E+01  -0.26671574E+01
  1676  -0.85791246E+01   0.88502475E-03  -0.15916390E-02   0.14833015E+01  -0.26675870E+01
  1677  -0.85815425E+01   0.88445338E-03  -0.15909461E-02   0.14832283E+01  -0.26680166E+01
  1678  -0.85839600E+01   0.88388237E-03  -0.15902538E-02   0.14831546E+01  -0.26684459E+01
  1679  -0.85863770E+01   0.88331174E-03  -0.15895623E-02   0.14830804E+01  -0.26688751E+01
  1680  -0.85887934E+01   0.88274146E-03  -0.15888716E-02   0.14830057E+01  -0.26693043E+01
  1681  -0.85912093E+01   0.88217156E-03  -0.15881815E-02   0.14829304E+01  -0.26697331E+01
  1682  -0.85936248E+01   0.88160202E-03  -0.15874922E-02   0.14828546E+01  -0.26701619E+01
  1683  -0.85960397E+01   0.88103284E-03  -0.15868037E-02   0.14827783E+01  -0.26705906E+01
  1684  -0.85984541E+01   0.88046402E-03  -0.15861159E-02   0.14827014E+01  -0.26710192E+01
  1685  -0.86008680E+01   0.87989558E-03  -0.15854288E-02   0.14826241E+01  -0.26714475E+01
  1686  -0.86032814E+01   0.87932749E-03  -0.15847424E-02   0.14825461E+01  -0.26718757E+01
  1687  -0.86056943E+01   0.87875977E-03  -0.15840568E-02   0.14824677E+01  -0.26723038E+01
  1688  -0.86081066E+01   0.87819241E-03  -0.15833719E-02   0.14823888E+01  -0.26727318E+01
  1689  -0.86105185E+01   0.87762541E-03  -0.15826877E-02   0.14823093E+01  -0.26731595E+01
  1690  -0.86129299E+01   0.87705877E-03  -0.15820042E-02   0.14822293E+01  -0.26735871E+01
  1691  -0.86153408E+01   0.87649250E-03  -0.15813215E-02   0.14821488E+01  -0.26740147E+01
  1692  -0.86177511E+01   0.87592658E-03  -0.15806395E-02   0.14820678E+01  -0.26744420E+01
  1693  -0.86201610E+01   0.87536103E-03  -0.15799582E-02   0.14819862E+01  -0.26748692E+01
  1694  -0.86225704E+01   0.87479583E-03  -0.15792777E-02   0.14819041E+01  -0.26752964E+01
  1695  -0.86249793E+01   0.87423100E-03  -0.15785979E-02   0.14818215E+01  -0.26757234E+01
  1696  -0.86273876E+01   0.87366652E-03  -0.15779188E-02   0.14817384E+01  -0.26761503E+01
  1697  -0.86297955E+01   0.87310240E-03  -0.15772404E-02   0.14816548E+01  -0.26765770E+01
  1698  -0.86322029E+01   0.87253864E-03  -0.15765627E-02   0.14815706E+01  -0.26770035E+01
  1699  -0.86346098E+01   0.87197524E-03  -0.15758857E-02   0.14814859E+01  -0.26774298E+01
  1700  -0.86370162E+01   0.87141220E-03  -0.15752095E-02   0.14814007E+01  -0.26778561E+01
  1701  -0.86394220E+01   0.87084951E-03  -0.15745340E-02   0.14813150E+01  -0.26782823E+01
  1702  -0.86418274E+01   0.87028718E-03  -0.15738592E-02   0.14812288E+01  -0.26787084E+01
  1703  -0.86442323E+01   0.86972521E-03  -0.15731851E-02   0.14811420E+01  -0.26791342E+01
  1704  -0.86466368E+01   0.86916359E-03  -0.15725117E-02   0.14810548E+01  -0.26795599E+01
  1705  -0.86490407E+01   0.86860233E-03  -0.15718390E-02   0.14809670E+01  -0.26799855E+01
  1706  -0.86514441E+01   0.86804142E-03  -0.15711671E-02   0.14808787E+01  -0.26804111E+01
  1707  -0.86538471E+01   0.86748087E-03  -0.15704958E-02   0.14807898E+01  -0.26808363E+01
  1708  -0.86562495E+01   0.86692067E-03  -0.15698253E-02   0.14807005E+01  -0.26812616E+01
  1709  -0.86586515E+01   0.86636082E-03  -0.15691555E-02   0.14806106E+01  -0.26816867E+01
  1710  -0.86610530E+01   0.86580133E-03  -0.15684863E-02   0.14805203E+01  -0.26821116E+01
  1711  -0.86634540E+01   0.86524219E-03  -0.15678179E-02   0.14804294E+01  -0.26825364E+01
  1712  -0.86658545E+01   0.86468340E-03  -0.15671502E-02   0.14803380E+01  -0.26829611E+01
  1713  -0.86682545E+01   0.86412497E-03  -0.15664832E-02   0.14802461E+01  -0.26833857E+01
  1714  -0.86706540E+01   0.86356688E-03  -0.15658169E-02   0.14801536E+01  -0.26838102E+01
  1715  -0.86730531E+01   0.86300915E-03  -0.15651513E-02   0.14800607E+01  -0.26842345E+01
  1716  -0.86754517E+01   0.86245177E-03  -0.15644864E-02   0.14799672E+01  -0.26846587E+01
  1717  -0.86778498E+01   0.86189474E-03  -0.15638222E-02   0.14798733E+01  -0.26850827E+01
  1718  -0.86802474E+01   0.86133806E-03  -0.15631587E-02   0.14797788E+01  -0.26855066E+01
  1719  -0.86826445E+01   0.86078172E-03  -0.15624959E-02   0.14796838E+01  -0.26859305E+01
  1720  -0.86850412E+01   0.86022574E-03  -0.15618337E-02   0.14795883E+01  -0.26863540E+01
  1721  -0.86874373E+01   0.85967011E-03  -0.15611723E-02   0.14794923E+01  -0.26867775E+01
  1722  -0.86898330E+01   0.85911482E-03  -0.15605116E-02   0.14793957E+01  -0.26872010E+01
  1723  -0.86922282E+01   0.85855989E-03  -0.15598516E-02   0.14792987E+01  -0.26876243E+01
  1724  -0.86946230E+01   0.85800530E-03  -0.15591922E-02   0.14792011E+01  -0.26880474E+01
  1725  -0.86970173E+01   0.85745105E-03  -0.15585336E-02   0.14791031E+01  -0.26884705E+01
  1726  -0.86994111E+01   0.85689716E-03  -0.15578756E-02   0.14790045E+01  -0.26888933E+01
  1727  -0.87018044E+01   0.85634361E-03  -0.15572184E-02   0.14789054E+01  -0.26893162E+01
  1728  -0.87041972E+01   0.85579041E-03  -0.15565618E-02   0.14788058E+01  -0.26897388E+01
  1729  -0.87065896E+01   0.85523755E-03  -0.15559059E-02   0.14787057E+01  -0.26901613E+01
  1730  -0.87089815E+01   0.85468504E-03  -0.15552507E-02   0.14786051E+01  -0.26905837E+01
  1731  -0.87113729E+01   0.85413287E-03  -0.15545962E-02   0.14785040E+01  -0.26910060E+01
  1732  -0.87137639E+01   0.85358105E-03  -0.15539424E-02   0.14784024E+01  -0.26914282E+01
  1733  -0.87161544E+01   0.85302957E-03  -0.15532893E-02   0.14783002E+01  -0.26918504E+01
  1734  -0.87185444E+01   0.85247843E-03  -0.15526368E-02   0.14781976E+01  -0.26922722E+01
  1735  -0.87209340E+01   0.85192764E-03  -0.15519850E-02   0.14780945E+01  -0.26926940E+01
  1736  -0.87233230E+01   0.85137719E-03  -0.15513339E-02   0.14779908E+01  -0.26931157E+01
  1737  -0.87257117E+01   0.85082708E-03  -0.15506835E-02   0.14778866E+01  -0.26935372E+01
  1738  -0.87280998E+01   0.85027732E-03  -0.15500338E-02   0.14777820E+01  -0.26939587E+01
  1739  -0.87304875E+01   0.84972789E-03  -0.15493847E-02   0.14776768E+01  -0.26943800E+01
  1740  -0.87328747E+01   0.84917881E-03  -0.15487364E-02   0.14775711E+01  -0.26948013E+01
  1741  -0.87352615E+01   0.84863007E-03  -0.15480887E-02   0.14774650E+01  -0.26952224E+01
  1742  -0.87376478E+01   0.84808167E-03  -0.15474416E-02   0.14773583E+01  -0.26956433E+01
  1743  -0.87400337E+01   0.84753361E-03  -0.15467953E-02   0.14772511E+01  -0.26960642E+01
  1744  -0.87424190E+01   0.84698589E-03  -0.15461496E-02   0.14771434E+01  -0.26964849E+01
  1745  -0.87448040E+01   0.84643850E-03  -0.15455046E-02   0.14770352E+01  -0.26969055E+01
  1746  -0.87471884E+01   0.84589146E-03  -0.15448603E-02   0.14769265E+01  -0.26973261E+01
  1747  -0.87495724E+01   0.84534476E-03  -0.15442166E-02   0.14768173E+01  -0.26977464E+01
  1748  -0.87519560E+01   0.84479839E-03  -0.15435736E-02   0.14767076E+01  -0.26981667E+01
  1749  -0.87543390E+01   0.84425236E-03  -0.15429313E-02   0.14765974E+01  -0.26985868E+01
  1750  -0.87567217E+01   0.84370667E-03  -0.15422897E-02   0.14764867E+01  -0.26990070E+01
  1751  -0.87591038E+01   0.84316132E-03  -0.15416487E-02   0.14763755E+01  -0.26994269E+01
  1752  -0.87614856E+01   0.84261630E-03  -0.15410084E-02   0.14762638E+01  -0.26998467E+01
  1753  -0.87638668E+01   0.84207162E-03  -0.15403687E-02   0.14761515E+01  -0.27002663E+01
  1754  -0.87662476E+01   0.84152727E-03  -0.15397298E-02   0.14760388E+01  -0.27006861E+01
  1755  -0.87686280E+01   0.84098326E-03  -0.15390914E-02   0.14759256E+01  -0.27011054E+01
  1756  -0.87710079E+01   0.84043959E-03  -0.15384538E-02   0.14758119E+01  -0.27015249E+01
  1757  -0.87733873E+01   0.83989624E-03  -0.15378168E-02   0.14756977E+01  -0.27019441E+01
  1758  -0.87757663E+01   0.83935324E-03  -0.15371804E-02   0.14755830E+01  -0.27023631E+01
  1759  -0.87781449E+01   0.83881057E-03  -0.15365448E-02   0.14754678E+01  -0.27027823E+01
  1760  -0.87805230E+01   0.83826823E-03  -0.15359098E-02   0.14753521E+01  -0.27032012E+01
  1761  -0.87829007E+01   0.83772622E-03  -0.15352754E-02   0.14752359E+01  -0.27036200E+01
  1762  -0.87852779E+01   0.83718455E-03  -0.15346417E-02   0.14751192E+01  -0.27040387E+01
  1763  -0.87876546E+01   0.83664321E-03  -0.15340087E-02   0.14750020E+01  -0.27044573E+01
  1764  -0.87900309E+01   0.83610220E-03  -0.15333763E-02   0.14748843E+01  -0.27048758E+01
  1765  -0.87924068E+01   0.83556152E-03  -0.15327446E-02   0.14747661E+01  -0.27052942E+01
  1766  -0.87947822E+01   0.83502118E-03  -0.15321135E-02   0.14746474E+01  -0.27057124E+01
  1767  -0.87971572E+01   0.83448116E-03  -0.15314831E-02   0.14745282E+01  -0.27061306E+01
  1768  -0.87995317E+01   0.83394148E-03  -0.15308533E-02   0.14744085E+01  -0.27065486E+01
  1769  -0.88019058E+01   0.83340213E-03  -0.15302242E-02   0.14742884E+01  -0.27069666E+01
  1770  -0.88042795E+01   0.83286310E-03  -0.15295957E-02   0.14741677E+01  -0.27073844E+01
  1771  -0.88066527E+01   0.83232441E-03  -0.15289679E-02   0.14740465E+01  -0.27078022E+01
  1772  -0.88090254E+01   0.83178604E-03  -0.15283407E-02   0.14739249E+01  -0.27082197E+01
  1773  -0.88113978E+01   0.83124801E-03  -0.15277142E-02   0.14738027E+01  -0.27086373E+01
  1774  -0.88137697E+01   0.83071030E-03  -0.15270883E-02   0.14736801E+01  -0.27090546E+01
  1775  -0.88161411E+01   0.83017292E-03  -0.15264631E-02   0.14735569E+01  -0.27094720E+01
  1776  -0.88185121E+01   0.82963586E-03  -0.15258385E-02   0.14734333E+01  -0.27098892E+01
  1777  -0.88208827E+01   0.82909914E-03  -0.15252146E-02   0.14733092E+01  -0.27103063E+01
  1778  -0.88232528E+01   0.82856274E-03  -0.15245913E-02   0.14731846E+01  -0.27107233E+01
  1779  -0.88256225E+01   0.82802667E-03  -0.15239686E-02   0.14730594E+01  -0.27111401E+01
  1780  -0.88279918E+01   0.82749092E-03  -0.15233466E-02   0.14729338E+01  -0.27115569E+01
  1781  -0.88303606E+01   0.82695550E-03  -0.15227252E-02   0.14728077E+01  -0.27119736E+01
  1782  -0.88327290E+01   0.82642040E-03  -0.15221045E-02   0.14726812E+01  -0.27123902E+01
  1783  -0.88350970E+01   0.82588563E-03  -0.15214844E-02   0.14725541E+01  -0.27128067E+01
  1784  -0.88374645E+01   0.82535119E-03  -0.15208649E-02   0.14724265E+01  -0.27132230E+01
  1785  -0.88398316E+01   0.82481707E-03  -0.15202461E-02   0.14722985E+01  -0.27136393E+01
  1786  -0.88421983E+01   0.82428327E-03  -0.15196280E-02   0.14721699E+01  -0.27140556E+01
  1787  -0.88445645E+01   0.82374980E-03  -0.15190104E-02   0.14720409E+01  -0.27144716E+01
  1788  -0.88469303E+01   0.82321665E-03  -0.15183935E-02   0.14719114E+01  -0.27148876E+01
  1789  -0.88492957E+01   0.82268382E-03  -0.15177772E-02   0.14717814E+01  -0.27153034E+01
  1790  -0.88516607E+01   0.82215131E-03  -0.15171616E-02   0.14716508E+01  -0.27157193E+01
  1791  -0.88540252E+01   0.82161913E-03  -0.15165466E-02   0.14715199E+01  -0.27161350E+01
  1792  -0.88563893E+01   0.82108727E-03  -0.15159322E-02   0.14713884E+01  -0.27165505E+01
  1793  -0.88587529E+01   0.82055573E-03  -0.15153184E-02   0.14712564E+01  -0.27169659E+01
  1794  -0.88611162E+01   0.82002451E-03  -0.15147053E-02   0.14711240E+01  -0.27173813E+01
  1795  -0.88634790E+01   0.81949361E-03  -0.15140928E-02   0.14709910E+01  -0.27177966E+01
  1796  -0.88658414E+01   0.81896303E-03  -0.15134810E-02   0.14708576E+01  -0.27182119E+01
  1797  -0.88682034E+01   0.81843278E-03  -0.15128697E-02   0.14707237E+01  -0.27186269E+01
  1798  -0.88705649E+01   0.81790284E-03  -0.15122591E-02   0.14705893E+01  -0.27190419E+01
  1799  -0.88729261E+01   0.81737322E-03  -0.15116492E-02   0.14704544E+01  -0.27194569E+01
  1800  -0.88752868E+01   0.81684392E-03  -0.15110398E-02   0.14703191E+01  -0.27198716E+01
  1801  -0.88776470E+01   0.81631494E-03  -0.15104311E-02   0.14701832E+01  -0.27202864E+01
  1802  -0.88800069E+01   0.81578627E-03  -0.15098230E-02   0.14700469E+01  -0.27207010E+01
  1803  -0.88823664E+01   0.81525793E-03  -0.15092155E-02   0.14699100E+01  -0.27211155E+01
  1804  -0.88847254E+01   0.81472990E-03  -0.15086086E-02   0.14697727E+01  -0.27215299E+01
  1805  -0.88870840E+01   0.81420219E-03  -0.15080024E-02   0.14696350E+01  -0.27219443E+01
  1806  -0.88894422E+01   0.81367480E-03  -0.15073967E-02   0.14694967E+01  -0.27223584E+01
  1807  -0.88918000E+01   0.81314772E-03  -0.15067917E-02   0.14693579E+01  -0.27227726E+01
  1808  -0.88941573E+01   0.81262096E-03  -0.15061873E-02   0.14692187E+01  -0.27231866E+01
  1809  -0.88965143E+01   0.81209451E-03  -0.15055836E-02   0.14690790E+01  -0.27236007E+01
  1810  -0.88988708E+01   0.81156838E-03  -0.15049804E-02   0.14689388E+01  -0.27240145E+01
  1811  -0.89012269E+01   0.81104257E-03  -0.15043779E-02   0.14687981E+01  -0.27244284E+01
  1812  -0.89035826E+01   0.81051707E-03  -0.15037759E-02   0.14686569E+01  -0.27248419E+01
  1813  -0.89059379E+01   0.80999188E-03  -0.15031746E-02   0.14685153E+01  -0.27252555E+01
  1814  -0.89082928E+01   0.80946701E-03  -0.15025739E-02   0.14683732E+01  -0.27256691E+01
  1815  -0.89106472E+01   0.80894245E-03  -0.15019738E-02   0.14682305E+01  -0.27260824E+01
  1816  -0.89130013E+01   0.80841821E-03  -0.15013744E-02   0.14680875E+01  -0.27264959E+01
  1817  -0.89153549E+01   0.80789427E-03  -0.15007755E-02   0.14679439E+01  -0.27269091E+01
  1818  -0.89177081E+01   0.80737066E-03  -0.15001772E-02   0.14677999E+01  -0.27273221E+01
  1819  -0.89200610E+01   0.80684735E-03  -0.14995796E-02   0.14676553E+01  -0.27277353E+01
  1820  -0.89224134E+01   0.80632435E-03  -0.14989826E-02   0.14675103E+01  -0.27281483E+01
  1821  -0.89247654E+01   0.80580167E-03  -0.14983861E-02   0.14673648E+01  -0.27285611E+01
  1822  -0.89271170E+01   0.80527930E-03  -0.14977903E-02   0.14672189E+01  -0.27289739E+01
  1823  -0.89294682E+01   0.80475724E-03  -0.14971951E-02   0.14670724E+01  -0.27293867E+01
  1824  -0.89318190E+01   0.80423549E-03  -0.14966005E-02   0.14669255E+01  -0.27297993E+01
